Protein,CRC01-N,CRC01-T,CRC02-N,CRC02-T,CRC03-N,CRC03-T,CRC04-N,CRC04-T,CRC05-N,CRC05-T,CRC06-N,CRC06-T,CRC07-N,CRC07-T,CRC08-N,CRC08-T,CRC09-N,CRC09-T,CRC10-N,CRC10-T,CRC11-N,CRC11-T,CRC12-N,CRC12-T,CRC13-N,CRC13-T,CRC14-N,CRC14-T,CRC15-N,CRC15-T,CRC16-N,CRC16-T
CZIB,28406455.63929442,25207568.198109806,47939732.98170574,45322454.28204921,73120258.5972716,40621269.01785165,21938788.811849266,41832083.00399721,85038309.12171729,59100938.35666025,71495711.19459824,80759009.67772985,46909626.96668926,58563034.087162256,58526669.97339238,26128599.63694561,64771568.49549931,35474634.16201895,37882904.96373142,48210153.161258906,42129561.57754439,30076375.110469528,56049694.412169315,49713411.289587155,58304602.17908355,44694574.8001418,90689803.6269006,62714917.03379434,80378812.10296711,83502773.72076237,66117874.55814019,63226530.39733556
DARS1,336619051.94482005,115686959.44611427,262071282.46001455,371085597.3199253,374215063.6701152,268690539.2577158,248478381.27587795,163870823.42581466,163271180.48186722,330614972.3433572,145980750.3182293,627846549.931619,385943300.3796843,284340025.4539778,53988462.103163674,117918569.59209016,108468760.14013356,104745837.26423147,28812937.167956483,269189596.6711048,41383883.91700742,115988611.26974258,133406400.6685375,342712385.96079856,40617456.46270533,202841472.40948078,76913653.79742013,193650849.4615712,90595499.20838961,280986023.179917,200723306.9465649,251814671.79003567
DARS2,9775889.137788491,8177374.7742681485,7031517.550269101,14602886.224895084,4435868.440830795,13985095.378295671,6702166.484673536,13812626.861843634,15254311.774856264,26913415.05865387,10589677.187627764,17701908.807304647,22227249.678689204,25960398.391686693,307371.22970117035,1777488.9838043891,2691353.417284009,7404768.542405112,5370734.247954054,11506735.855000723,1595486.9780857705,9156666.309775798,11259116.666459871,33247110.26586122,19345374.64545239,14809319.792209398,13449201.38727516,23965135.547528088,12756609.11895826,20174802.81051777,7205833.556303042,20832497.644933306
DBI,485077105.69664884,517473097.07139456,561956547.2704594,692843615.705225,192807599.74382895,880467564.729399,447006434.9973922,348387753.9196366,275613536.0451238,786252609.6922357,325033183.31192076,584120186.7072735,495751015.9219374,387372629.3485201,66259294.811911546,174676769.1980373,173365701.55386445,348133008.5566218,187181811.64682978,333163558.0620855,136001229.18503967,449373502.11234915,300171557.86391735,1206197098.277701,214412048.7921934,775855244.8894007,217255754.76682067,1066699711.201834,568515049.0196185,591537757.4270678,244704620.55349135,1053162829.1297033
DBN1,3989854.324434851,41283855.05023996,9695978.199546317,9654371.733450009,13219817.54986239,2411730.9223459223,5878724.825926633,11316227.37969664,36191484.01309557,31518093.49793845,12384032.019302843,40783138.80582643,7246282.828304101,10198477.47648529,12197194.904208535,8887961.867058886,19533797.917533576,25939564.853120673,13420548.390416354,16128576.756741144,18397346.308341265,7118154.422827552,9796337.496110026,16681861.344635015,15525281.62522702,7242992.13646415,19817740.00525532,50090108.86246343,19756082.667661943,21063502.42450863,16186805.123359293,15138799.709352707
DBNL,57271156.269719,107875303.97730424,58858188.25305214,67952033.74266551,38992653.81451354,113256562.72649187,66775581.68530326,73922462.54766989,59078906.551147506,122267464.3482379,45160350.131826445,165218630.3271802,108909979.39399931,121679068.34672397,12524940.38100161,67862603.84708789,19204414.76706843,77485522.29012221,19129915.703775637,122614992.44976759,29051651.5612638,59986100.51896526,51559868.050518006,207681718.88228297,15177017.571089309,108171974.79603262,54238431.464468524,181613438.40537262,57734801.76168282,183478366.17615926,41869494.63822895,122474888.23669422
DBT,13117738.057825984,7023371.038846282,12220633.959318962,27112986.5340316,8887816.591246374,22196021.632581122,18900101.39503143,17945028.835603926,20833694.08611101,30055863.776655048,14235069.014451485,25970687.906191155,20299364.40853647,15219617.946816077,3922014.180648744,5953728.815449353,9692338.115128156,7142254.7774302345,5327186.832385822,16985086.6336206,5635319.8865916915,8264196.329562608,14355946.670568932,30245714.353018917,3139739.87401639,12480361.976875395,12826805.417112876,22792261.2808886,29216658.18709556,34136799.58497711,9357315.918824462,20002922.430031292
DCAF8,10339572.19395486,3050209.1952560614,31104708.36701647,1090174.1388862182,3125487.4007341135,6593624.210430104,3788029.216922771,3234062.340835541,237179052.0464583,214236769.6633732,370636866.7626109,149234938.54795733,3247081.163365865,5605061.759058872,5521668.052456702,3655361.444606727,2979416.6240560547,2513275.2375575905,4640197.456391679,8907271.90391838,2783035.170728119,4513369.7950359695,292456460.0642844,140960726.2475543,4908226.920576365,7580481.815261696,309044708.32354903,344813993.00664026,142421482.26636264,336437715.37340623,2458689.879607711,4877805.740353915
DCK,2825020.3142289524,4654301.567795683,3190772.1116308104,4546004.707802586,51448211.707530506,13112903.741233086,5343415.117168824,12322933.030730411,26205577.2359158,127589858.91421792,42227807.096415795,125945837.25641836,7876624.662992249,5099224.141487742,1318106.1761599455,2380566.482824452,26340820.981548104,7804096.254443603,18070518.13934031,43769077.52844312,9442030.69889848,8789407.685996199,25403695.089813296,166848114.0839685,13276538.61081333,6797594.828176469,21449644.13389941,70450844.07707065,24427824.796794593,126680093.42903312,14306273.91858353,7552181.254946943
DCN,720030686.2497616,240847732.75547826,641483018.5425527,235197964.7995831,2038787951.6125474,161747834.93744457,1428804667.6594014,30258242.933146093,1932076102.1200817,117704889.19911207,2240582568.9235544,263889718.23672146,2806952090.208794,407335479.7600493,2648313998.205617,198993563.622008,1477624589.7987516,267090509.40092734,1316965176.5149302,249040831.164492,2389476530.1319814,114401853.36750668,1324583592.9012878,153408930.20436782,612720482.9057658,92516536.49737719,1010596655.0478895,287003084.72139037,3098972674.803925,172604840.35766366,1867371537.8725173,232891476.36526024
DCTD,1152506.34535918,1642674.8703085375,1747988.2273705225,2386578.427361104,1332163.488412099,4813025.155924984,2289983.4240008323,3867021.0252867257,,2641738.0864166613,539307.1975214309,3489031.164939987,1786480.5980983863,1740703.2345761235,154969.70271514077,1608532.8867458368,796276.6531942853,2164005.70014845,2220168.199452083,3353304.974586625,845019.1854088431,3213159.446100167,420923.214323897,3724338.769808315,,1991670.4015145565,740003.1506913368,4668315.674239613,3453008.443084664,1324551.0585126197,1491966.2112132048,4396153.132977501
DCTN1,21992016.606324468,25670968.71529766,25696522.896079108,37695462.8952947,19154838.08422762,57845299.46404618,25721623.747169264,32471696.9041064,28225911.864813097,71715166.52618638,41734544.352545165,28885411.153350048,54484245.9641895,36436605.53332753,11346620.93806747,22510681.327608228,18652555.83459814,29413513.523794763,8861994.37997796,46717719.34242894,7125617.655974464,12575462.592628578,21060971.740768656,66595105.438535444,11081648.71178472,11216184.827143323,25316308.39173301,50734521.090693,35498374.0164292,87406513.78875265,25532721.89501448,51658803.76962273
DCTN2,50088332.87984991,75780130.62556161,51954208.136036344,65551587.716650546,81897545.37009314,45082629.864494905,90030192.20426677,77540882.33250347,77780080.55442174,112954671.33593634,71940055.42130333,62921016.7427294,101024606.8261759,72292836.58135608,45063635.25130622,30040202.54737804,38101004.23404879,46198414.59083168,82759497.46312383,113183414.51950869,52769071.17576878,64735554.65728537,66812604.71694154,86673320.87258312,46902640.77871632,67389644.56525624,59647577.326077804,106026693.53712755,49976903.39102436,137914459.64178777,82176232.80546187,109834892.44966932
DCTPP1,36010313.810255855,26459324.88993229,39727443.63921088,152264395.09631366,30990151.94195644,98908324.79269987,37468542.76776886,42833465.39826676,20797007.674243137,242581655.522485,53325405.81589291,62017301.97359801,20774185.59125725,23169242.00817249,9443804.042954262,8934869.33788253,7114508.841550333,25199301.340253748,9031304.94593354,49625428.39420454,10605188.748806309,16598971.981213931,17145627.99337825,112128604.41899613,3886239.666826264,32771036.06333881,26586839.53696002,117690009.55620202,35911063.37231611,139226746.95557278,22439535.3980481,78102504.52990764
DCXR,12419161.65286118,2119211.9831721173,10589158.507899215,13096439.660676334,13752687.600612717,4554300.924017414,9343838.528778328,5663751.004594628,1277571.3510711656,7506592.860945806,3764693.103145971,42537541.677446246,10879482.742175644,12502087.071299512,5944651.3159535695,1248732.8021876616,8335577.437474758,4018471.468806617,6692516.380667804,8240567.84299916,5831520.697010259,11437338.212257084,,37962384.26044689,4972266.427787539,6928061.244145084,1790998.8036048112,9063379.033098366,7532348.068544397,45314833.79238453,6268860.381317733,15837636.01373896
DDAH1,156731181.60028005,78965465.62914182,193366901.68522632,189601214.8458315,71864541.209912,219399649.6521326,146996059.59587514,117772499.73476382,139003771.24150735,293640720.6524663,151047520.9995411,416264994.78554416,63543965.876780145,138687304.54101962,37936013.22528469,47437632.872586034,42530951.740815714,73041496.05363415,32335448.326987326,200392152.06248453,25572344.672485888,59103087.841334686,98819248.12663138,381162688.61040145,40573867.42399019,107963692.39151865,158774695.0234856,176934292.9954808,320919822.3132839,414533157.7757298,114440102.27007067,272632173.5763844
DDAH2,37666344.39298586,48690777.32225939,44609184.8785197,32978550.068810314,60086870.680864155,44608542.52587038,62527825.157844365,21793418.715558168,65534449.37880022,54786797.58230795,56867908.411596894,68341375.43172932,41059104.77959936,43889277.67307086,13857363.421295326,11982140.372195935,60185640.512033775,57610459.34024291,24969788.425777216,14328140.726107623,33424245.39991899,7653583.922817203,43257590.139941126,65021483.74586041,26388608.90196745,53034637.663051344,50122973.1002257,63261813.38919254,65671332.769886866,27753767.02087509,52052912.86300342,37454904.432561494
DDB1,34337577.99995574,40797512.87122147,27575884.774046242,58192724.07669514,35270736.456127524,89610452.39219266,30075430.09034574,55709682.56468026,23836696.80584635,57065064.58865568,29333439.34931572,66796533.141769364,44700293.70625256,57487038.96221364,18169029.337140463,24951295.873748668,26723891.011243857,35994959.36289662,17163248.811732315,49379465.02514296,22759336.61896246,41513825.415683344,30348441.7295541,58088682.030885935,16586155.297953628,40713827.253673784,33070164.370460533,79054263.39395282,34679618.02454697,74801640.14263077,39245747.46098946,52307459.24744733
DDOST,170253081.50297806,306067153.07600963,201175776.1748157,309860234.4496207,155588261.60985446,310414477.56183773,347346778.3535803,245168161.6430505,77959240.02959922,279001604.0837046,125363512.44220649,248365810.77137548,297916454.4604741,316283793.96604216,38920092.37914561,81730794.71771185,86521031.41643342,187787229.5927253,89043486.91519856,218837334.4770326,99849629.45810042,176806635.63743943,113914703.02613036,272067464.8136622,53974939.93441386,330106019.57992244,78322947.06589548,181749704.00885752,163124773.26369718,240537127.63246518,108299119.57062109,287184101.0644752
DDT,23340300.42974804,18343625.72576978,31903831.21419785,34187349.662428625,29227557.311474804,27992667.979191337,19339039.288221218,21091295.19025412,24233839.76734336,66178846.43721042,31420097.318351164,24028454.082490433,29613638.469385963,24905767.21146617,10097295.842123171,17826171.01980013,12826328.320911711,15613932.596459676,10225150.875502154,25438407.002657637,11346161.474234989,9966644.9964911,16828539.001866877,79539694.40676147,21551772.640277017,42845784.548402086,20262099.92535448,40256025.44162335,21047852.715871885,53873287.93959988,33324003.527560428,59986678.69282132
DDX1,109920385.24094184,108093471.11854717,92721826.46175447,142554847.6989448,158412217.7976399,157644962.75395548,100205395.45695557,131067087.2463716,69155904.93043289,124342487.27430075,90236913.29417403,171781672.00506318,124084132.33489707,128950837.3585554,126780535.14539735,58978656.8769596,106380644.85752223,119882176.96628033,84102395.7238996,170326320.10398972,117574787.95387116,114821136.77765034,90361012.51897228,94696790.02326441,64301933.16275135,132439365.34047362,103436018.10233672,202404850.4238476,75243743.43896052,117835559.97665034,204128373.14296272,181477072.20940533
DDX17,125193905.79109263,162011282.66360617,152776980.80747572,296150569.60148317,143606293.087388,432144743.2836642,191059927.95867488,302451075.9237164,105637808.43219456,228145925.62880725,130698425.31586573,233307288.40183377,267109222.57091475,252599345.65478125,59226088.04256908,165745467.93448222,90918896.14537127,177273897.82474485,107426534.9728701,316802620.2652067,71126234.41852948,239531975.07926702,70990773.94800738,239426515.29834098,70920487.32840307,228617904.9974828,80247613.03935549,303460143.77063537,198547877.1354058,395482064.3640603,152244428.7886343,395483845.1995836
DDX18,1408575.5354822164,6290637.596217794,4958276.26135417,4968092.463702839,951404.086012423,24068726.27763331,3328226.8950782637,17963183.62824645,2655042.1605880195,2628731.728590139,2304416.613696871,12150062.350690966,5363314.857424116,7441556.570373163,949707.6504777065,1932101.076696112,308756.7758843709,4613204.484543199,990535.563808164,7533788.967107297,1572091.3776475417,6163844.642854427,2572165.6453344105,5489696.063586168,,11276820.19011206,,18064770.8936039,4744469.1350301895,14490786.760209795,1096460.6339068294,15654152.88005841
DDX21,10205055.067454439,56416814.814957626,28037437.245738797,73341591.6808339,13148207.40968505,145237493.7957554,24131517.1831554,91840279.11543815,16730539.038295029,93529940.90847296,26646157.202766217,121856888.90063463,61102188.69127262,39458191.03938163,5121654.696170785,52562869.19173082,7611577.962789342,30516226.432355706,4239436.065533171,61973151.901498996,7049236.266382189,37140118.06046982,13088825.998815907,183041439.96053654,3965016.312244476,70325994.7490417,10262158.562153123,142981318.11464474,43169482.88830074,119342453.1924291,5210540.060465898,87026727.9657107
DDX24,2020463.393356278,2795167.5737218414,308599.5953249118,2209553.9150558915,,7447934.687782723,174920.4522555536,3908530.5264500408,,1716914.6222698668,1082551.3944681506,2963076.1798017686,3595155.5750120995,452176.58922924666,742178.9820652456,1733135.6893084545,165729.218953857,3647287.9225745224,,2674100.8837561295,,3514981.8156797513,1024302.4864507916,167842.3055169266,,3272606.549154905,165562.8282003923,3447180.6242680782,1608561.2260265416,4035488.6894980646,969100.319842286,688191.4094727312
DDX39A,85560724.36599742,144557335.99449837,72077452.12812786,104702182.57051861,61735816.38936413,192913929.0741229,95960102.3678475,187314666.62603703,68845472.51997784,178645350.9319756,89551532.6180316,209416210.24743813,123983273.38147628,117360975.4585509,19062977.483870752,81476230.78206164,34631253.304656364,124478520.08107054,21697390.80254039,190245370.75551248,49136020.83256745,111585248.8907228,46467708.028608695,254033992.63351744,25789729.849270873,81362057.70997474,48586998.89539498,221893947.3047421,112867765.68922009,167000446.507766,56412107.98808674,180170911.8323554
DDX39B,9703479.581932351,16546999.392885067,11698595.771876104,18330566.7717039,7311614.559586379,22320038.553763893,12084639.751887707,26171269.768209893,6932338.676523101,14841664.680589575,2933880.0224818923,10657069.076153088,16498762.218730183,17666798.76531791,6182254.444106956,8074332.031187551,2304784.8569819997,9448067.924961137,829151.2093531619,15158119.704840625,1735114.5034129587,14693061.308684357,3569790.4250542084,5902987.064098761,4277872.388152116,14892193.319829075,6326859.538097594,14351063.835051741,5518662.822612955,17434387.98655775,13588254.900585718,19864144.830667406
DDX3X,27599603.5576584,51627264.76087345,44445058.84312922,44554581.44862614,40131031.07597914,111415563.41095884,40501365.87668339,82474605.75675112,35327112.35369807,118678760.92494996,46001911.6234992,84384639.846169,102456323.22470081,69619249.4190545,13391546.13557738,50445647.73973509,20444844.18915576,57678050.85707939,25243153.1934279,55617543.65782036,24318176.660671473,53362923.07330385,33335392.727527503,81970093.69197468,9855562.099511465,47363742.44905026,37166992.978439525,84024071.02142307,41786548.32396808,145143874.71143216,41623222.43519639,111468095.66419013
DDX5,56898774.28521778,111980134.3562694,85124554.98232123,107602141.37908807,48979482.4632552,183332418.19654638,120587592.17460741,270342719.5516933,86834877.67808898,325140555.43308866,80714333.72587192,283846982.5852191,86735467.11950673,144621202.62897027,28764116.06169883,78326587.37219647,29214038.219814416,199146380.30294347,33608433.18201577,250533522.1614678,35093452.11327463,222557970.63614565,71393882.47576408,385686541.9882925,8370240.00773291,103530079.86418065,72260771.29458673,449320209.4942665,121323412.27674475,351136478.59460706,17351493.09369824,197365879.5353281
DDX52,245202.87496146452,205460.278986008,24293873.96747575,32690612.78342933,70977519.8515798,8853453.677891802,2652813.963955573,570615.8702740939,99216.8158495262,10639375.728635889,296511.7478776742,5999215.255785173,14161620.41089918,789306.4223473978,756587.1128539526,8235422.098451018,137748.6361620647,2381506.4027352943,27739121.60860841,7092787.144350602,1389200.984860902,6945767.697238265,401767.5688330322,426594.5827897226,,148923.3318538998,95739.53900164638,235218.57241536895,332752.4388045832,399091.46162780694,49193962.28391403,2763857.8919925746
DDX6,10030582.39880839,14757690.981091708,16806168.492064387,23969452.571214616,12584202.179696545,30833001.325727805,13555705.101869822,28684764.42588312,18936400.575549044,39224918.435981385,12347998.330653533,28751062.195546936,16473678.687061962,19537891.71084656,10143393.214380704,10489331.897621777,8022625.749878774,16433192.998124916,4893025.540582831,31602762.180990897,7693199.472853095,16291538.673472848,9558620.785081044,26111926.754588008,4278911.144352735,13605174.145057589,12315605.616953596,54895849.88940942,12605112.396645408,48438730.41126909,18732270.917558745,32748592.251264162
DECR1,257909479.50890005,112812532.47293039,208056950.50150108,360268597.70988333,272706873.4152792,159534474.4920397,309163466.4532738,196584630.4794708,220219113.71459562,896290800.138052,158564228.49544173,428258676.53182083,216146938.93198282,294634976.9612096,66564317.095785886,48940927.011869825,163067695.09962678,134096847.17348936,115229356.62571277,310560158.5295465,120870018.21849625,115754218.7526549,92495803.08323878,468537357.4027331,48843277.42025804,305188308.19257784,121103340.700504,504329409.05698335,325346162.28989255,404723247.96039414,196340242.9537896,359547193.71836126
DEFA1,14461387.898118611,405004363.5149204,2698809.869388781,35047597.92864432,5640618.392871413,162166818.7514254,3538883.1900584297,75148743.78409077,34186160.862697855,150330814.30787215,4845543.5407353435,411392420.36814314,46916612.7457213,90544856.85846557,84831120.13022083,603803180.7065201,7768013.1913287565,312964843.7559693,12029434.821186883,179023042.0051626,12481396.858823664,340755613.7312368,220190664.4343924,163198692.11367232,199712804.3807578,256543952.5323963,25328190.72472732,424607826.7835167,13772205.141928025,29497570.861441668,97426775.5010862,96877884.8736334
DEK,47841548.08676435,48273491.25508198,48393071.92140822,106386282.83833957,36874189.254162095,198283283.86370653,68873224.82844043,113670574.06072703,47812935.68889643,122902602.22071391,40496472.487804055,122720635.44389838,62352052.32836432,53134239.679189816,13203991.891952455,43650797.04256214,59300547.459826596,112757054.41659673,14065932.491757812,99388537.22655904,62226848.01150404,80983289.92969011,20548273.19681842,249410332.1826763,1409822.9136489942,81227571.47444513,67533292.7337411,150878194.3655479,60632096.538427725,101880960.62012425,18978910.23066735,118713481.80658261
DERA,2578567.3418345023,2894492.0111574614,3476156.9459207403,4197858.639357344,3485641.5256558517,4579495.28451101,4129129.1707630977,3154598.2669202336,1304597.4757038194,7374984.596580051,3805450.789726182,5503358.494846544,7677855.12514433,4639647.86653053,1841138.749198798,2283301.6644963715,2708916.461484352,2618673.115359717,2680203.4777002437,5815402.707246907,2064995.632326162,4688132.581905312,3131889.217719674,3498348.8299000375,1681806.1840006392,4383748.172106743,3158848.284478246,6297153.257205405,3149558.7872100445,6687975.237068595,1949263.2875863104,4282824.098333476
DERL1,16285.45073826736,17462.921293140374,32442.04599303567,68004.31879553974,775610.0634056127,239363.37644548476,,178560.42198282556,29174452.771673787,10532381.697131597,71402545.51948129,26760131.550678138,278688.5500661118,,618501.242704853,54998.64707718508,,,,291891.54799952253,12491.611415693562,36607.41128901263,17605463.165294055,18737396.198784143,17506.226207297834,46441.61797613613,87475652.8379594,25465012.83914493,34297953.32020053,29992491.442976423,50465.38648047481,57710.68428629839
DES,1472325985.0196695,550105062.0230314,1086409786.3060882,1134372020.198404,23544350021.181973,532309302.0803158,781278321.7088364,270166846.8293887,23052253626.46195,516489385.5142734,17767135854.02097,633192171.6019559,2180539164.729707,1169322797.7508638,31171390137.12956,3176946217.5122046,17834447968.37407,5907981049.990548,23893474827.444633,746721767.251193,18233551397.765232,241591424.69624162,28928977884.27296,327748018.4538648,20156812716.73813,586947136.0690224,37984088129.73805,977728269.6968069,11884925000.859705,608573433.9282533,28473321987.834927,1442314497.567174
DGLUCY,5522820.782723174,4114215.795432243,4074815.19824001,5465833.690221541,11970795.77040442,6086596.654917197,4715178.533136799,4684045.751643965,123849.71934996292,69350.89970988747,,182233.08355861908,16679526.10201393,11321320.52782292,3964495.066127809,1927024.6166342392,5293849.327842316,4005982.288982747,4554275.059371168,8895797.054962812,3710500.320060864,2137026.3115730686,435124.274237067,1411700.4638613944,6358715.518887305,6688112.48678615,497083.3298841776,36531.84820547957,129395.13891217996,,6397003.380243251,9263885.476988792
DHRS7,6423646.869757929,8974408.80374622,5576517.440728379,9347661.407240614,3164822.4746238943,4716787.8529946115,6328183.845047478,4601934.697626016,5445306.903594485,11755086.455414947,4641552.519621945,11352316.57896362,9480620.578211036,15226058.221592002,4139882.839796301,5771065.746787,3785305.3727824986,6914983.24387906,4733370.187257807,12881626.92707264,4272259.459800977,2693464.335274959,2878855.970369208,3581410.612266486,,7920858.539721556,4377734.54561887,13667469.34182834,4382853.992937227,8386959.790028597,5595197.333556747,6655594.156526251
DHX15,20229424.474488672,39016013.34047788,45692688.136076204,119597141.95259148,79760450.09861037,134499754.06635952,41395831.628462456,104285319.08699593,36738399.78455833,98941003.62808138,56323033.63185744,101728164.88063309,162345326.82570195,91165135.71213818,9910618.690909047,162998828.63735887,13560632.466962572,93412083.95995693,34604204.59323156,124738781.23613231,8943954.411770605,67967164.60740083,87594696.37090124,152147843.20911646,9549488.026543625,45326124.017241985,22552770.14705812,108636605.93308051,26105883.463865507,118980286.01654993,31976436.302683264,72403882.07072084
DHX35,,,,,,1724452.601304623,,,,,,,,,,,,,,,,,,,,,,,,,,
DHX9,183595669.00759134,226771389.8942043,200502654.94143057,281312024.2196212,236736889.12930146,461731152.47590804,236984787.04583198,452487066.2904193,154548673.38736796,397775811.60614973,236345180.0536567,320264564.68547404,300662132.21155584,302615372.77969754,88633601.82909808,179178364.95384958,133632371.00311667,241223495.17150274,103458688.92317882,358634273.1541026,117759922.8046788,281678095.6333696,119314431.39693004,616859246.4524331,62843009.05613519,326397758.46092427,137315161.7138749,486190938.4707674,144396489.1539829,436047289.28078866,133543914.15020321,337077801.3137887
DIABLO,492072912.45189166,170060073.77397898,414018642.96417224,200918144.18828732,282764368.82606167,406339410.2060472,281617680.061529,215328592.46053335,351273794.17669535,251437258.17454672,352673443.80921215,520749428.5524952,301391088.0693935,422823588.5865977,129486747.16860698,100314608.08075789,211633139.65532923,214719619.5070041,165083428.4259618,475338401.6491981,185003277.67585889,244974341.56356037,262333796.65902144,498091359.6956212,146793728.26516452,405005457.5866577,208766832.42977265,587543833.4119369,358762956.44548386,721645482.9753323,255054108.2337473,282480265.766623
DIAPH1,9509489.408008138,23792532.735259313,7604245.632840133,16404401.704856986,8461927.523142383,21819030.67589142,11767852.087995533,25061686.105406858,75420413.0583277,91786935.0017633,28819112.741104085,24824254.90772349,28218413.537501566,17259838.852049734,9079554.453411615,12291509.208859496,4569983.345554416,11731007.647989241,2096343.132009673,27383131.60153738,4427008.993353552,10600011.181186303,17157805.13847108,58768255.91341907,2660806.653395576,9769507.829955706,12749463.256074691,77351821.79502535,13610827.423644572,35045641.13610752,9796314.277685786,20730571.25589987
DIAPH2,128209221.09494837,56719299.98679995,106206065.76078652,90993713.10016575,740675232.915512,48663839.83345765,134852087.1993005,23592757.07640508,2183202659.591552,10651939.130256636,1995817475.6989677,5173832.39673464,115411130.30571656,91235068.24663654,1423533820.8164568,128884102.05946766,661230170.2017739,306718536.9226117,864612722.6835545,122473878.01969996,208542827.22429577,13236722.451874418,155350322.40083522,14350148.430227742,1273014997.7473955,50706729.49917949,2830272816.244754,8268900.587532948,84951968.90383065,6544626.669009758,1259210405.759642,148679179.432975
DIDO1,2067171.6978122892,43630348.09017929,2379470.096522992,70950683.48011893,7347831.43812477,4893233.441357887,3866739.457193316,2442116.6537323296,19323128.693452124,148475030.57336497,68599766.49336985,266484793.63030952,245487.96910130157,2494559.006340673,9300161.77591063,22566957.532264676,6731057.839314257,4494576.94324078,6231196.796768352,6567316.659224799,7835885.552726143,2903849.991192092,170429102.06984332,613745928.9092423,4744163.918447347,73242992.67926644,12653118.55590177,274194042.92586064,10635902.273637917,219255637.74919105,17803468.298535306,2455768.1351042953
DLAT,24875040.85382363,15802062.419477468,35075520.02258055,43097831.28009142,36570993.90816461,44749874.75362135,30680216.24331626,27493742.63574774,24336508.858055092,69822077.9311146,36991758.05652886,51668152.902299,36557596.09319137,46854488.870396085,14065101.92637816,18237971.7081063,18760777.786348652,26860188.658755504,14134427.374831665,43465543.97305178,20121913.615706265,21710353.637051936,15539288.371993218,156644887.2549137,5680940.606871361,37684036.30827203,22406439.92977731,73635675.71357533,42993784.51692791,8396879.531018423,17632123.567083053,54530493.68658313
DLD,235166629.36739612,226538444.87176073,262010080.70676106,415435702.81781304,132306971.67440712,553524407.1893444,325060187.1235907,287810085.9112801,96595172.73681077,222756699.88975808,93615179.11131532,140377984.83655083,419267780.1442814,304188488.8508755,263049741.56095394,186832200.73994082,180462339.89057288,200043325.82011616,128537195.43790334,382122027.5328734,268271427.39071876,190008448.57493734,94187337.58609363,403189318.6026568,283521969.81716424,291969522.6304694,116246607.07579762,229489067.5154823,201231250.54206258,183231376.80305424,353419712.66539115,479854376.6318529
DLST,8907680.03554968,8469435.929317381,27735943.135962255,21186183.86417878,7306303.4252609005,12471399.046406846,5715871.57549833,11623850.991667358,28241849.808969542,17616984.98358656,22887793.149915867,23538515.82265312,14065318.30557519,6979594.20801002,18355282.996998597,5039304.057090329,7168523.106669839,5362547.842131046,12138986.706255056,23526657.65753346,3602580.972161899,6413620.18859371,9025436.163185816,11839666.836268278,7506465.594933095,31711109.469586696,23113706.438319605,41265580.48540099,3364771.33304892,17120501.45540299,25680333.322470024,14125516.44581069
DMBT1,7081832.391628211,18002453.51147495,10124505.339236451,5527487.456216291,18926038.228057116,7286767.09041178,29558692.177570783,83196072.31359933,22230438.6023743,89598644.99182525,30811337.423854776,139811966.22264805,17963566.265604187,141159214.96454147,16122256.099440422,4921281.612570455,12625852.640905906,10174616.942116063,11330442.660228368,18486769.312341444,12300657.672824945,5255096.108444877,14522368.106905336,102281002.362182,30197611.928995624,33295437.419708714,28313983.000759937,151828820.52005768,15772293.275089331,15793973.099585135,23286627.60559168,10470829.6748677
DMD,531627.9482854757,453169.33407009946,1572950.816595391,815077.7043130625,8721423.99046185,1033088.9905665012,1880526.3684935593,824225.8247437077,6609494.1845276,,5157172.864762145,839303.9388515976,3079566.3912918996,770013.9201089288,6702040.874939272,1387204.8390500357,6958372.324321713,825974.502162337,5558643.066105543,1417778.4324284147,5735960.076126809,371044.6769587258,4656562.876352283,488001.7516379726,8501727.036003524,723538.3787136711,8749822.28137104,613829.5499941044,1544246.3272096356,2491272.781886892,11708312.534210758,2628640.593975469
DNAJA1,7182975.098544102,19994696.060640328,15325370.688451529,35067937.71233361,7452040.589682229,19606721.88860387,7891668.727514977,48333665.47452468,14285008.115232227,30876646.22826305,5664813.848230236,18806701.311173473,11922835.942004034,30644987.27358767,3900235.3617504193,21693634.8849119,4171650.897836603,21622771.06665187,4257385.704077519,25313152.55066141,6025703.582561968,18833750.26541399,13374697.623036662,37924267.579166904,4298677.330119134,21698408.168892056,9441703.65168345,57348485.09521463,10773886.011290638,44715702.027509734,,19879036.663402297
DNAJA2,4236212.356998398,10196116.974065036,7817623.810755653,19030258.071224216,3981496.078239162,26473819.963865153,12759602.714887075,17505950.450213093,9376243.457508026,25119953.105850607,19306234.486347128,25426626.85574014,15785441.862708736,16403633.309809864,8919999.000815997,18785493.355935976,12420595.293159608,13677665.003601408,3684505.358360307,9685330.896104336,7282898.649364317,15031345.24321718,9012256.685844395,32439861.304630905,6838147.479934393,10595996.937903527,14018024.180999177,36462904.901723035,20111099.3572028,41359634.1182028,8638627.075392105,19746776.80002964
