Protein,CRC01-N,CRC01-T,CRC02-N,CRC02-T,CRC03-N,CRC03-T,CRC04-N,CRC04-T,CRC05-N,CRC05-T,CRC06-N,CRC06-T,CRC07-N,CRC07-T,CRC08-N,CRC08-T,CRC09-N,CRC09-T,CRC10-N,CRC10-T,CRC11-N,CRC11-T,CRC12-N,CRC12-T,CRC13-N,CRC13-T,CRC14-N,CRC14-T,CRC15-N,CRC15-T,CRC16-N,CRC16-T
HEXB,90738442.44475326,78782466.6818394,80682279.49670348,79522175.72401789,100660628.92140035,99083136.06011973,165332013.3109696,70468415.20501111,62831458.17784549,123364436.3173569,82834562.22534277,151891807.88439423,187155063.8875388,104856102.39052063,24331998.02641494,39037858.58811021,58478630.921903625,77273619.7170477,60954878.59091427,109809400.91025287,49818891.45203094,63995851.72600786,47302573.832181625,294035234.9318388,29880437.68181353,127992791.7149269,60574399.413633086,200467159.34244573,124003096.56514709,151693412.6461987,59369919.26317745,129880791.37995926
HIBADH,61592879.18527716,37856272.129023105,62263298.083831556,102244350.7677807,65692646.95269275,118712000.55363715,66796094.684001274,71436189.41581814,157629573.3186301,140310166.56650028,51773150.74144796,174792463.76371875,69409552.3248155,89624154.0865781,45194966.61699602,23004657.041682765,67804024.68876033,58747559.22875094,51148404.68621409,133691404.47200389,64640948.45284703,49055564.6411612,64519383.52465306,643172944.8832039,69471021.01734139,98291347.57931933,86168233.47249116,168170391.68804717,99029344.72236702,156922367.66465074,74374454.31363136,207778344.1913268
HIBCH,10668959.666440489,5169025.142914102,10130468.789141282,12894622.669150967,12396856.593648933,7091748.667869499,12324652.897300553,5958286.985377377,16085153.960963406,38848473.45432806,16998372.109219953,18304594.42347435,29556113.227886565,15523128.455166925,7431906.270270321,3481158.088901882,16204119.969704315,7331368.698525768,6519000.209926441,11839760.894228071,5794940.5433565825,10047566.143964997,11698803.006779986,23063796.47052893,4957079.579471292,7398828.252182034,8261232.624848109,16451385.11465853,11318205.203210723,33158668.066275563,12256546.685354816,12152594.818671957
HINT1,50998237.18737966,55125091.33670253,65225405.240534335,78935516.65474862,108921728.07228756,175095235.2423506,62752917.81803046,81847714.6579996,118045660.61511713,166356158.30400762,128455294.38207412,68571232.60870013,106932553.31306234,105057182.13778849,46015340.34888095,46538739.431244224,71284640.65986304,44020816.8808485,47258380.673259415,121919534.54992867,59414140.00232978,48436781.256874,54462118.13273888,150934243.89682236,70398592.41471423,42702274.130678244,187892510.34602824,93509421.77078,76050131.8716336,131260876.26291643,74753332.93806283,142281120.14387023
HINT2,29238419.033073697,10661678.027013084,25673309.319134455,35343967.21240965,6770881.167880563,426317.7307573223,12018360.413723065,4342434.090470349,,,,298691.928857808,4065454.3186973175,10860675.564888826,1497301.3432525217,1628595.5123471303,6270286.416622055,10372863.293475378,6528891.855924481,23971239.101023864,3592642.523283697,8611021.293869283,,346387.24800397863,6618808.668779432,14439883.129496977,,8681740.63338215,,,15010691.059450762,44372255.77753057
HIP1,4169562.447703022,11957276.648086946,5480204.067084501,9483112.442215525,9264471.868378589,6500952.415982456,13189146.5767095,8236930.218835327,4747676.167617077,24473275.396240667,5723688.661491668,5885508.663752932,7203702.499928412,11529792.97389861,8270649.898778825,8376421.152903659,11230560.359083991,9138675.437638223,7479440.529016787,12528017.252372973,7964082.787755141,19944533.34661216,4805208.299302306,832468.7487623472,2914262.285479458,13253186.975625684,3346659.3779046936,5310172.513528291,1172282.844290095,13337378.743659684,6928619.5190042,10695969.043945
HK1,74840130.96575588,79250739.38239683,59161472.67275426,65662361.38692809,69434655.74229883,101971642.26510862,82739995.88294601,92230517.49659428,112653391.86845206,255756205.6005236,90157196.96532463,118581309.21775988,126047216.72217402,91786196.13891497,50016459.37800425,62181598.66750099,63890736.0344756,79446364.10978182,64645028.761011146,140482817.32054654,57668763.34387667,68094081.19145034,59363606.012979075,171951692.74957016,42802531.12152596,70006348.45157348,103104525.55411229,176707791.65943158,115649274.39202435,183530640.92636395,83978880.18768953,110517865.6834391
HK3,6843696.347591559,3746178.9225403704,7201292.437876587,8149234.034202117,28548549.62513873,19977407.20790345,11242237.51585834,11314639.999353545,37543201.673014514,15242790.17708136,41548616.78861525,39307542.38655629,8279245.783646731,2723620.430403375,2274831.1479758155,2703225.2653097175,18963949.33281665,24668219.965515267,2323045.8292354783,13549546.395232243,1579529.8981322558,5113225.276035525,31768771.839877546,16182671.307741078,1644239.4251421415,8467238.711256359,66137956.91387422,40103315.5881178,34233851.95063659,20023072.072779227,24469582.604275435,6100361.040415628
HKDC1,,,,,,12527119.021628331,,4050865.649358296,,1664470.024945781,,305557.4262837132,,,,,,,,2262279.198343335,,1260443.7134390674,,89103.40697757466,,,,1022797.8683453018,,449545.3169420305,,620995.0411200685
HLA-A,48080232.516173646,91167386.11894548,116700290.33041798,139635073.83843267,57778774.3017648,152735552.16474256,130021288.87877882,111314865.0962742,52344688.16388245,290287687.58968484,50068668.25109993,140228654.98511705,60653610.04898265,80935019.52112134,42018577.56181176,25615316.71282804,21736685.950044718,63973042.0990109,34644761.67398135,100214577.58195013,29824268.279949233,124570188.34632681,80880110.80669299,306884596.04017127,80243021.10700573,265152857.13985986,74128983.79882821,484553591.88328373,73800103.9579089,125621435.2910515,57664733.44186893,60250123.1427462
HLA-B,239186183.53488708,383367971.60981715,85182581.31102496,127949547.24409549,214345701.95972767,419410353.1999685,189210938.36563468,137937741.74147028,142604056.66626987,298702071.6058431,173084851.54315105,251079679.47128463,383363743.2334055,306806178.9300415,58048374.3614685,148606812.0009265,76783684.32149203,205054497.60725987,77487909.43473461,509089554.2922059,89156075.1471898,530475822.6728916,169616224.32228914,379341610.175999,119979951.70277251,537943046.2430693,97471629.3751919,498701278.93795,109661081.0329823,184040608.05335072,115117947.59506762,209257028.02683628
HLA-C,18531115.425006285,24396638.944317833,63450226.81521341,101247020.36404888,6361605.249802925,18419976.376971267,31257087.523301687,64250812.38011214,33598780.92472577,96006916.34348147,35745317.76763931,88569923.0910263,48648811.850547634,25224644.226270027,4323731.950796896,19185131.990498036,3548077.5722525315,26206997.051676437,8566240.000293054,33496267.236046523,18870469.846563734,70755394.12745735,42957015.851852685,147630794.3760022,6218615.335008884,10054584.967696838,77271905.18623017,281397294.46883625,73852992.30419414,79499349.1289467,16576222.156175438,32291405.496562306
HLA-DRA,17279496.78887511,30641130.634851523,10287382.05575259,12147371.82531037,92430209.05380477,19864976.846470006,30206085.999408033,10795894.674479479,67391960.91322084,11365774.079485353,57146894.30727988,12064589.847776404,25155983.81797754,19293309.808595296,123741141.16337821,39007415.94468019,48723935.47948084,17749906.715373985,68201536.67605737,13602440.209909096,34002409.188585155,14447277.568643285,96880483.75256804,15950238.41829209,47090298.584178664,27629996.41092194,76944149.16446759,24258157.699400924,52700370.07510631,15944378.53267935,80416177.01214866,18175057.009919643
HLA-DRB1,68122010.07548042,99920721.58699168,4840708.327556977,6292195.797881662,11094007.168232018,4611053.364209757,3941927.8095427537,2744402.09507983,46438789.87501568,73724636.98769602,8803758.86706399,22273911.0678002,132052067.94968176,20274211.873718265,47746472.844458565,331826855.82582426,20866463.420789026,39556136.78976788,6407274.051076344,56193346.50615928,27448487.08762413,181225170.4304001,15929607.05912798,56997811.06113193,30975822.26035697,4270206.493101768,34203101.96896648,142835880.4413266,40220186.634548694,54621347.319384485,61385379.314398326,68229540.48554537
HLA-DRB3,41915076.362530015,58797998.09272397,18834606.234234877,14155406.194907963,20526172.49114939,22684381.26439666,57211852.58297276,15144388.841543045,8242323.677358897,28989709.88381591,13411117.860192765,79931513.19829106,116760325.51525776,73272709.13707286,23076291.51617354,140814272.18798268,9992303.08954892,5362462.729014792,13772025.55445074,29886147.66850094,14989020.949840149,26414809.400872868,100175754.24806076,30531314.27720385,10130143.688955627,68246223.29836206,27905148.647722814,186368089.6434037,42644525.04727948,6732594.697855977,12107141.233512305,47294307.75701576
HLA-H,39543159.69224941,57340656.07899379,768614.1468748592,1296134.4281463868,49064294.08548429,105686043.75305113,2051604.0502094228,1888544.5885136633,18776404.683641534,22816983.45613167,27664838.40941468,29637414.58237026,82024742.09998405,67677700.23750737,10428282.017380891,19050005.212680135,3048894.7006511763,720432.2050601153,2232827.450150097,62136301.10942157,4421616.885830493,33857909.9869552,23251919.802601,55910275.00825678,25941884.769537248,93404174.82387343,5100853.469290306,3221521.4101172513,6704901.984590322,24198546.663100433,12170128.165480627,38811702.583148986
HM13,42564085.806508034,44029602.027186945,41780333.312247835,58515205.68252425,15068550.76316439,156464346.37919384,57610337.251180254,103758083.85233042,9026055.598303156,229824035.54156166,9797676.840929866,34566607.80000138,73158919.30898105,54894524.69050719,7207523.9086952135,20869034.476200365,11785260.093563264,42873110.827512145,18161463.86874389,85107415.15162507,14264812.573490145,96480982.66825467,12031949.869429544,115578934.07752752,10740835.187581455,68614820.90955214,3087457.8638171526,180015712.66008347,9767003.23569483,107620517.03718618,15757177.251487676,91606532.65593043
HMGA1,,,,1081933.9773018926,749542.3796496155,18045539.0131855,14903213.510794621,10615843.793875787,10265137.167689381,82875694.04672308,15104945.28524021,84391092.86008254,23674627.56687933,959569.2137951944,,6142505.825755768,582598.8001214323,11305546.664879816,,28046658.789888583,1136296.0878180456,41578531.79670164,18171457.57394812,261967987.94737437,,,18185409.846381284,191031621.18605083,29314447.73927924,163966363.82096183,,5077516.5919158105
HMGB1,81258164.3515918,71895953.81080458,67119233.51325874,110965441.79270267,205229903.2134372,887740321.1096137,305858712.2348008,448568723.3193283,629489703.8330443,178859922.6020092,355607934.51530725,85635196.38891307,324877811.634985,350967748.62653726,94111255.7353799,93800249.29611152,177429772.03270838,927639715.1357298,134823816.25963184,595502346.1248426,144565403.16866,294372462.75996995,60963044.28698115,184996177.9958634,6101265.070665924,111577773.36467062,48152093.996036015,334434233.15213406,76962018.8534239,36996036.36262342,232750490.6583373,491509809.7861928
HMGB1P1,326666840.04839313,289353410.1775235,230323465.98104054,396944036.3128592,260391801.85898095,908410264.4778676,467304372.0646731,803854623.8787367,189716232.3481694,295522338.65884274,359013973.502319,655302758.6319761,561582483.1980176,386278448.02224004,97447808.9717133,241603197.71887976,135730586.12205973,1061708196.584399,144650083.69085592,493716733.3933463,116427348.27900144,530236123.13736486,186142262.75259662,1522257158.9858227,70131834.97715989,321667666.1568824,207922332.02964276,751535324.7413285,465501857.74478805,691301261.4183778,159136758.37948614,580926362.2752128
HMGB2,194797944.5420675,180123817.98524863,159659691.3460613,265753173.91759515,167617046.6595719,369909627.3690618,249724313.173671,402009867.6840341,179384316.2087058,365073362.72565097,172891385.59324175,375920142.42192304,365234473.13293284,209992704.6224621,41744987.09734028,268954801.05172205,90247509.5156953,257023639.72975647,53875498.81081183,348489044.4128446,58003169.31605688,279289801.356056,120586741.31738977,501336567.222538,30626308.879548527,237016392.01249057,99802620.72592393,506720033.33868444,282134576.45885783,490387012.9679079,127339085.177571,272758145.1108841
HMGB3,27060556.31996034,56823030.98481208,42153877.557338685,89435112.36920948,10657913.963984914,159325966.8276555,49034910.88537499,70880265.92581221,28316979.967740327,163738020.9830492,33673468.20296596,115510752.59578894,59469238.25704288,62706834.774334446,8001634.66005352,36869187.66856405,8722697.420260323,54735199.74808684,12954700.65072164,74172029.79254587,11503045.288205005,97078029.57815644,30553604.229846373,94235229.46766925,9267605.575912492,103152199.2907142,30384730.199858755,93618828.21077314,38156384.00083214,116797960.19865514,16836058.196508095,113451867.21273522
HMGCL,45242534.12602069,15725625.840597019,44355108.72985257,110618101.74444762,31643018.685925957,54116242.6379064,57666533.41991915,25990558.15983615,43923176.441740476,63632018.52673787,44266318.94923667,76542418.5933809,47200639.07485144,47382557.14507617,12836716.11870962,8960066.015514815,21069372.490414843,33513308.05937342,26935598.758304965,62687397.8207961,18616956.68289378,12777427.319697002,17252722.441167556,106006986.8485933,12886998.191145992,34708697.024349235,42310332.14451078,56908203.92236418,66677992.56769072,126226360.58044615,33887875.439218804,61425503.50203539
HMGCS1,8279216.461547406,14765070.19860534,22777093.56403151,12718772.815996803,8081705.406319306,14980823.240051834,2649883.3926657713,24693530.28097026,3960814.238403992,23349708.975590467,5112940.040252942,9643425.735489547,20466147.878398634,16235222.852319837,2807509.1525754854,11683794.529085238,7538907.7207705965,9128366.550712964,5463362.863529359,47611030.0462413,1601982.893921237,16311813.743655682,7538625.56511914,37749071.52491886,2502571.1652224977,11899407.562696185,2521719.6146618095,42496618.82057399,2332836.090030759,74595784.27459317,5998537.352359329,18230858.945988566
HMGCS2,315407843.97447765,7324465.014480835,376329652.27695674,443056566.99869835,264190849.4056742,23847110.82591007,487619860.5573058,23544037.344231684,158583096.16386816,74262811.12255159,286232998.4404851,138285203.5668029,114881342.16116431,124272572.93926035,44721304.24922629,10133203.245219942,93124831.07809967,146975646.21451122,102165178.1085371,41163863.037802815,108451550.42655623,45786244.47397093,88137643.47413823,69824745.41496383,75526682.98086052,249358023.49991193,139650971.77936876,91203452.13515116,70086138.91915892,106553972.27499945,61538571.504758015,66930049.10872309
HMGN1,43258280.83758165,37396366.0459735,57600314.69464226,108782714.79581358,18995479.48818194,130388684.5218366,34184778.15629045,139927136.89201084,48330796.51670301,182809483.08513576,77830344.11211891,221489914.12106925,119953261.37013294,34975276.459363475,6745906.786113827,36885056.12812931,12465886.161630642,49584096.43492338,8261123.483147685,72099405.407022,9475065.02959719,49647812.75034192,37794348.96343149,158043392.52015066,5088836.675713346,67186975.10236073,37904604.40820189,191673741.1459276,164431974.5004119,229531685.34806144,19243860.312879667,96900251.90114014
HMGN2,6109663.833968989,6568963.886375011,7892801.688729418,4193490.706423912,5094907.2480993075,23107604.982800577,9681593.087628985,8283908.227740603,355196.4413542564,6940099.242243817,2288502.149640545,13654765.991103474,15688642.222342988,8147850.749496707,3230966.502631079,7757130.244539671,1656588.6807833118,20356599.06734644,6204551.149225278,18158275.509485967,3364992.8854833944,10007820.194118792,1135646.9408559846,5745614.769659077,1036664.8448409052,9522198.04573931,,10536482.58245317,7022821.321557786,10532238.765163364,3113595.724268374,9505506.090237284
HMGN5,1675535.156257586,1302223.783142927,1188737.6962760638,1133972.4172501534,5929371.503315021,8896296.418300865,6475625.013546505,2305951.906121774,2131991.941057392,4008929.391956288,12825426.503023028,1452178.8076330726,11126446.27520429,3981527.399867055,2919525.136934759,1614753.4004188995,5039840.148529699,5878704.855354463,5043547.495675083,8117454.279797843,5957391.53308148,3821041.749493668,927907.668820768,2729496.517270128,4335735.037647255,1172710.375117401,5360401.276770099,12302750.256483812,16675273.478099916,3061359.978208185,3166171.5494588064,1946128.0826577991
HMOX2,15039028.050131992,25217066.76523146,13735700.27290056,15190540.976888575,7724857.476482302,37929099.84278533,12504368.339551622,17397524.67546451,9701464.515829109,70051687.70487711,9756888.828311175,21577918.167309802,21445303.296959214,19180938.215252366,3982281.717015996,14797827.203722285,4420859.449817393,8583576.666078277,4027386.921036774,16850934.959233172,3894631.268945668,8235388.342336492,9998063.662560005,59725902.49719185,2829118.3254881115,16090258.282625262,6001592.598104063,31875426.648065776,12921334.04865525,58711452.12503451,8427444.518214777,30360183.602934018
HNMT,18648329.93492802,15005825.295157954,18317577.09517807,32498522.180587955,58769924.574597165,48982330.47308442,38791163.574234135,34845843.753330424,23178320.051103216,24924340.913326465,41454204.59937069,60099507.303033955,27527040.0030795,30221383.8614335,30140013.57661628,26274410.87495668,20664158.583856106,28172459.02088948,5616959.0541325,30617532.65500532,16135248.807962105,22208467.494963963,32793143.57409192,67938364.6014797,2420053.819369851,25400671.642975036,14782153.584835146,56731058.59586656,72063501.9909678,41857518.463115245,32724270.827807363,50477787.347520255
HNRNPA0,68790220.01752749,116790224.07807462,73772146.07098453,141260984.77116722,62120874.567798816,216033019.13114634,118643628.71358885,183532776.59688848,79612958.48505273,162914547.1648337,75226962.04215601,202740984.92352352,69377472.90361135,124222700.8214184,54801028.96289977,55051696.99119909,43096362.263034716,108578445.06435533,40751051.916053645,145032272.15371323,34273915.88786743,112478445.9224103,50215818.618135415,268269504.7404741,26166931.239116207,118706751.93087633,39033128.59097336,185700268.2836428,87797778.72364418,183039600.3599965,39410469.51176136,241191261.97654146
HNRNPA1,15700408.7596651,18397868.007925794,15712313.02863226,14664224.840386525,15671846.6836644,32202617.64231286,15797264.661557546,34668073.35479618,9269694.680026656,41777549.62717174,16145593.869915027,32056788.592005327,33160613.30433912,15253541.487094091,6052779.455897094,19192079.373142153,7880251.225120641,22864195.240559347,5636054.043933089,22604773.451301053,4767565.249941423,16775033.842747036,10381468.094420511,53369042.99195707,,26240445.458846018,10534381.370688591,73591456.13490029,17172100.900588363,46539136.61818629,8000320.662803933,47822471.61791498
HNRNPA1L3,560776789.5354081,748919870.9357316,520522333.34795225,1046919970.3057669,513882992.3811258,2094025406.3926072,883813710.2854294,1748859824.5404463,234410027.00518,1050233761.2868055,294002595.96283484,1053457349.833185,1121635675.1285036,1062045940.1278919,153380380.58153474,1267229921.1409361,257551934.18161848,1176324041.5261528,217718478.3012573,1201159487.3751743,193882187.32503945,1189901365.7776723,223230812.01428175,986734401.0546134,126975122.33826098,884479799.5188797,201089154.98649833,1085425381.6410456,536957004.6396415,1182659996.540668,420524470.5435796,1290058927.1625447
HNRNPA2B1,1341914086.4809113,1310731234.385499,1202821090.82604,2206691566.1732664,1183693204.716024,4867138512.612301,1561047306.498567,2781375688.9263296,841474708.9521723,2589590309.3840704,785040669.7353667,2677115524.1831813,2245261942.019616,2476450521.218313,385457956.99522316,1143929807.4280038,542098141.6119982,1989957285.377162,644661962.3652794,1972309092.0902548,675209960.2172418,1926593320.3572464,660000963.1052628,5764068743.000313,324753708.47976404,2168205579.3062315,592241373.7888546,2933757611.483386,1443332870.8295486,3006612438.0359344,897976889.5253994,2462490942.616821
HNRNPA3,355775800.78991175,544009147.0322182,375205260.6497556,624596535.0382135,354521707.9755106,886213847.2821139,488930368.1792425,758081969.9471697,244102105.40867096,698948678.4576752,309029794.37163854,679906131.1526608,719916625.1851187,505894255.12412,207128512.87575334,434536877.1790652,264092635.59976703,537796937.7633456,184386868.4932752,710611619.3806018,258254453.3154192,598080414.1745908,176367926.09717765,878630477.804479,119486344.6476851,608192693.606802,164825120.96245968,811377541.7041686,579481720.7328886,742709190.3081381,332455309.097721,960129619.8197182
HNRNPAB,141532488.47575313,160944191.78487718,184172820.0434113,258951381.90863913,459252864.6596491,643454249.9747105,238304058.81164017,338180462.3092995,180321487.95987934,281410526.55627906,323435138.60419375,335624092.3079866,322199083.95372736,249513869.82011682,281556884.9227495,172272913.15061665,320876572.5100256,203996915.93171483,136766489.4755008,350367663.1436978,294059537.8514551,164574343.13413414,294372971.1718841,474924221.4859639,226643030.09483576,233298377.85012388,326809710.5646099,537245974.3155624,356734115.41121024,600878357.4544048,319884544.5638435,481030835.94607985
HNRNPC,197954410.3583509,289720574.2740175,200399344.7892596,324009311.2827083,195399064.762727,458906178.9503,203685619.1903363,329655100.94250137,151192630.6323038,420479628.32667416,160949251.26546752,468775967.6686936,373058598.0427618,259289842.8755262,78578748.90242156,193765769.48771507,114143616.35337877,247194676.80549815,105024448.99565065,316303193.1958362,92765582.44021977,239780675.05719477,87938008.25031593,351017378.21605366,67326743.31251162,227035505.03648877,66683985.35907611,314946594.7366739,149598769.76202762,559287644.4653485,115788105.75881478,306268399.3672559
HNRNPCL2,329391377.2797594,358204990.150609,323602325.33493733,461105629.06575525,181581140.30051607,686487113.4187821,416104417.733485,629934333.145344,285228228.23213285,573995975.0297186,247063092.19432643,636379878.834624,587222054.7462182,335904036.20380914,80118495.45709592,303673304.1192802,122475486.00970824,344430621.1097412,116140275.57833293,445829320.1399282,131408672.41926137,429924992.01500785,217582354.2087768,1037593426.7608942,71022813.49625325,411887002.9496478,143840539.18653515,885307882.295925,390750720.9121312,773085203.9992988,183490971.54284668,469165403.1506443
HNRNPD,328122164.5772129,430171564.33195543,294356278.0153121,384718927.1598752,245635946.35146832,783663158.9653398,277588965.8080886,584520961.4703529,402169457.84850764,611913628.4589015,277729637.41862,484320989.84067345,790087245.4889994,607918739.0158145,140694011.96113524,316664608.3015965,182515963.9461901,493589948.1786371,116236744.58014724,499703072.1123669,210885374.48486325,426494735.35797733,244136369.27613923,1118565287.510359,107177100.66969323,488558269.73044246,82745084.58435562,925956952.7431483,184239113.16981217,807315803.3528287,244479371.2261017,574936866.4177476
HNRNPDL,30829201.705599565,122611836.0995625,12142896.404547203,31663011.51118529,23807023.68896711,98723172.17307404,8804616.595948922,98019294.27581644,30507336.169268243,41389402.09535938,14832364.1050732,60009582.35819305,79099504.05072252,61623249.67036603,1288570.8999466137,49950828.64443147,24328384.869748782,78685704.91471727,20730310.415925145,38311444.718297854,9773311.83365405,67843535.23431951,27372726.616438113,87180899.0622596,20303308.52391968,18013276.0137095,25701962.925802063,121718891.5290534,38644404.23226007,72277156.3780781,22678391.802656543,16895633.068580147
HNRNPF,111528386.14246008,133963244.14366537,89186340.35194467,182501007.5238372,44394358.65841192,304686725.50225437,107943674.40091003,232300456.16254967,44232802.510868825,240994270.73886082,75504512.32580984,275010944.658872,119704884.16864067,144360496.01630297,12480801.68112846,131170384.61282615,32117494.344613865,144827979.02590573,18017469.79057934,203570837.90899456,18683168.887949113,63255767.947120965,43662332.0301425,294199198.21916854,32123565.534538016,177246176.3015082,58955124.58042267,242665888.74674347,97212454.93551472,251103639.5419507,43300199.01780223,247273176.19474533
HNRNPH1,240007655.07459706,292377747.52400446,244774806.8587768,273293903.21890235,152105955.63901854,443871649.62312365,289343662.35592616,390880945.3234558,169676211.2520373,431113951.0578945,211413769.62568122,408230121.93943524,220171979.37219208,300969420.4414848,59692134.78995374,142266843.42384028,121911508.2256531,270650082.7988387,86828417.7171948,427512012.9996799,94345464.04728636,323961562.91398305,160172264.5155714,559169082.3800849,58985341.11638642,347043205.507216,128613886.34912735,530776263.80764085,163086784.22707245,535486062.00953716,173031011.08380437,425078903.41357464
HNRNPH3,56177699.75382556,46331719.64827532,40255504.128458135,72981349.60033126,18167554.53224279,70810236.54127528,67574019.76439194,72121246.75163227,50654324.75393699,77179171.00460298,62179818.572553925,108703155.97439396,58498071.18722342,52725187.386895776,49978638.614629745,14968725.383850448,33756326.72515559,16206665.935950965,10284086.17501063,60707537.89543972,8086051.15274207,60564646.94160264,46300534.51513543,130450315.04751569,16769821.428210536,61476859.38969155,39699378.305552654,130931333.02050461,90786652.13227424,104021743.03289661,33414856.72891133,93582797.25527304
HNRNPK,462260887.31614244,713481939.9167045,526056689.44146174,1019916525.2928395,495771401.25107974,1432952432.4766383,645057357.7075536,1367279936.7878063,413155172.04110783,1068046375.1970239,548833562.1811255,1657760278.942413,910444077.6398523,1034067865.4210377,173496587.97377816,536459364.5579984,238709099.5641486,888993606.8310026,191699452.32061505,1080197233.9706469,259209566.04326126,798200218.3873527,428853760.7781082,1981445544.2393343,165617880.1767538,872015078.9686738,334272228.5089023,1522250037.6973674,779572180.2722005,1676610668.2600605,410021977.44117343,1349938386.4020572
HNRNPL,225999818.44934452,281155545.9207204,168274534.23427212,355903924.9245913,160895832.0936869,587802540.8219726,299320168.39956826,486002436.596582,219917598.1175143,299997341.15970904,208917709.16722438,541914164.1492364,384207984.00547403,318826342.140772,61568059.66604153,148800736.54409197,136826036.03335288,339466325.7760845,96443411.067631,422583144.625778,126435615.41813482,355555493.2426216,171588157.88894767,931298368.8624742,78749075.45978272,300765041.37924635,202098329.2185151,581483630.3012583,317018645.05627155,396619110.03802866,180363603.6511936,495464805.48673403
HNRNPM,368078790.4015667,452167275.0107404,363495648.57950133,609285362.2243106,321709170.71666825,1075831427.1847677,434525885.654776,670618243.4408863,278561545.06496865,783088208.5774459,314382821.69965184,707786226.8266846,724898504.7364895,520864614.4178332,128821876.14607552,348130223.32331717,206848453.7538427,554895204.9865838,142918640.91057754,770851308.077285,137827968.9656029,502957551.3978444,255160559.30460444,1415609783.5575294,85965644.36571488,675002738.0444807,200649784.52405232,1149960857.486587,392743128.11261016,1030446367.0169784,254999774.52613226,667431918.296404
HNRNPR,104335672.30897656,108943146.82791814,77253033.4075987,141564133.70989826,55380078.03752679,236983226.42706704,93528439.78576416,159953240.92887825,65688890.38045764,239089748.0333551,117361009.6237985,165176278.89831924,82271680.89540325,110736641.42391853,19157459.25968252,79560682.4299002,41263020.61259711,111525097.57196607,23587232.14368768,210509659.26468194,43532152.25084052,116262964.1665753,81949745.08578391,306556160.87132925,29166714.789738636,115826559.43840677,55663540.891425975,298187651.00780386,124841143.94444507,316881005.4853518,65740231.32060836,191280117.58927
HNRNPU,637838647.1716205,655722447.8106639,505466475.5732427,695269514.5647004,331331475.93309444,1448788811.5186143,579407109.1612808,1049449037.1649051,373304846.582629,893779894.1463417,406081119.3699151,1070037229.5137045,786279598.5329317,622696337.4877955,153946248.52565756,502619664.1080971,243629664.13101357,583347932.9679574,207229107.27059227,751758376.2046121,239404728.72203296,923195983.3927155,316547268.04924226,1904865152.502298,136616323.67625174,799887918.2204901,285420472.96139216,1305741270.1440964,575897477.3851893,1055275782.0512943,332928969.3634435,751406917.1840829
HNRNPUL1,31649487.275963567,47082273.16605982,35469299.69148622,42531323.91542971,30014181.74959531,154922787.5580321,41696842.43327489,94640901.03677303,43038152.57458603,89739957.41060802,43700651.45396002,155753262.13561624,102580085.2674151,117702724.61594588,11392522.837536613,39502580.806113526,14070729.426136913,89915090.45037761,19641331.562750176,133828953.55727291,19867243.475985706,70066863.639357,25412690.433592223,106149478.4182917,11380325.126080215,53142678.58006338,37385551.650340945,94843243.14426178,53742384.0868933,98943555.23507199,37580809.16135415,109173526.8511171
HNRNPUL2,60883343.39456002,47203819.78161499,40491362.86906417,55810798.77751386,47104779.214417465,160816089.57009467,73495596.32185166,47525283.08574077,32471335.05575889,114043083.6736987,35505375.255878344,166747645.4709576,108970872.65208903,73303488.70455357,18366009.209018346,35230189.74426902,31618134.69226058,41776891.38779809,19465166.19067912,110852039.71929213,31435140.889121052,78325929.45080209,51480487.02132967,245433021.912478,15056321.33355071,78094984.12913126,34341603.92508098,80883995.85248552,73506570.27875575,117538534.24297604,43640884.957978025,75618725.7522855
HP,1839553591.3657825,2692629745.324733,1190212316.650964,1111063805.8611588,1371511608.5530877,487509189.47121406,3567725026.498606,1417557971.1094656,2360122374.0183516,1509362134.0801468,1473555056.8162208,1360121178.1353588,1665209824.299555,1117346823.0107431,2007512521.7235267,1641310094.8721275,2862648323.3515244,1951045293.208725,2780033936.3346624,1305015606.8095756,2683795290.08175,913237077.6265317,3819413253.113753,1346925496.7639055,2727685894.4950886,810061514.4419967,2013401787.8592088,1454597140.5067637,2043755531.2913294,752158485.7166072,2520492339.3163624,1749691272.1956978
HP1BP3,66076905.44828801,108404604.59345339,71816315.80482242,117235869.6326119,68607978.71919024,89410667.98790777,92287965.26804094,48744219.82715924,23442499.242592804,46290058.82118946,14203549.237120524,29508778.51314281,146177486.73650944,82293910.92463887,44329862.975652575,58466951.26432963,45486374.35567196,101976656.34055564,50855301.57369417,93132689.75060955,45695241.70287797,55584478.4267509,24870971.26493291,149418876.9137327,37709741.60683454,102603398.27021989,23067196.615086894,22798288.831210922,23755886.268827423,62628370.70471809,72175117.60850778,141969425.42085102
HPCAL1,10745360.663596002,12197513.046167845,10789820.08505909,13653874.598696498,17817177.05294123,9221058.038076136,8974820.664588097,9512919.69502788,18840059.2322642,22631685.10312892,14971304.11255248,18195654.320522893,28000276.703015,19795971.026122715,6979315.979639784,5660750.908774642,17287431.69318796,16973820.451224647,10246246.675970668,15346655.701993644,7335774.893303477,9561891.063812034,16225606.262095757,10395257.882235724,8350210.498144368,14136016.62384191,16880580.458930016,21956152.01450935,24593557.79843285,23454285.264032677,18837419.99410748,22216073.53426958
