Protein,Mean_Normal,Mean_Tumor,Log2FC,T_statistic,P_value,Neg_log10_P,Significant
CTSS,24.731277361815636,25.836443595038745,1.105166233223109,2.892125167130255,0.007311891601847547,2.1359702556041498,Up
CTSZ,25.13586552379315,25.461660918950223,0.3257953951570727,0.9724377255651748,0.3386920875319735,0.4701949491520672,NS
CTTN,24.54388632845862,26.223202579842628,1.6793162513840088,7.317503215747951,5.1626209860786717e-08,7.2871297575204,Up
CUL3,20.866369124314303,21.43586216666455,0.5694930423502456,2.7615254932621704,0.00992432667909808,2.0032989484914676,NS
CUL5,21.288207287854828,21.712840199176917,0.4246329113220888,1.968620475126981,0.058320622828955275,1.234177846663091,NS
CYB561A3,23.78295030471586,24.06400215531479,0.2810518505989279,1.1390649891635405,0.2653888311885143,0.5761173582434871,NS
CYB5A,24.266087598610785,24.25386177498598,-0.012225823624802956,-0.045795108257155465,0.9638231720727972,0.01600263667521644,NS
CYB5B,25.35925762281095,27.366891125514535,2.007633502703584,4.75175800718165,4.775912699174497e-05,4.320943620449312,Up
CYB5R1,21.849752889215814,22.63950726366116,0.7897543744453444,0.9809218510917811,0.3348903603066975,0.4750973532838443,NS
CYB5R3,27.013110277402788,26.762510935179826,-0.2505993422229622,-1.1217526765736658,0.271581659132045,0.5660995628403717,NS
CYC1,25.781274786052332,26.076086374251645,0.2948115881993125,1.0313064158188017,0.3110961229241848,0.5071054013089265,NS
CYCS,25.56883662781626,27.427233038076736,1.8583964102604753,4.427637698159889,0.00012064230045256515,3.918500390105522,Up
CYFIP1,24.011525931157458,24.898209051565402,0.8866831204079446,3.037361398155968,0.005009857801730688,2.300174600839365,NS
CYGB,23.667457931039294,23.837883394543915,0.17042546350462118,0.6301627182962682,0.533359080867033,0.2729803062976711,NS
CYP2S1,20.152553548606683,22.578051642125953,2.42549809351927,4.871063610662555,5.1379447079559555e-05,4.289210573708993,Up
CYP51A1,21.78979612315466,23.93498365171025,2.145187528555592,3.3159450898674923,0.0024781739773667598,2.6058682077428097,Up
CYRIA,24.410457086727725,25.180793016890814,0.770335930163089,4.397151074508566,0.00018068969827197016,3.7430666073238132,NS
CYRIB,23.00462097728164,24.322099100416516,1.317478123134876,5.336419130822879,2.1042430444193577e-05,4.676904099711186,Up
CZIB,25.697933937700984,25.481184514035803,-0.21674942366518124,-1.1244010157524413,0.269831549153875,0.5689072732616048,NS
DARS1,26.907891275383967,27.740713710663847,0.8328224352798799,2.362631292941021,0.026357723470889476,1.5790921026791627,NS
DARS2,22.661013883701237,23.729512778137476,1.0684988944362388,2.3065833912947427,0.02937511098492903,1.5320204838674005,Up
DBI,27.981728535267752,29.076101002813203,1.0943724675454511,3.8653937668008953,0.0005592675795133388,3.252380355795221,Up
DBN1,23.615427462584837,23.847784524694305,0.23235706210946816,0.6694812395602701,0.5090428891720837,0.2932456248419004,NS
DBNL,25.234985689059798,26.72663234626792,1.491646657208122,5.766397232171855,4.829521779150805e-06,5.316095871103208,Up
DBT,23.350247875866167,23.980094971392063,0.6298470955258963,2.049127143774556,0.049350188165747585,1.3067111870837047,NS
DCAF8,23.991529630814828,23.762783123138675,-0.2287465076761528,-0.2248483390041179,0.8236220684435472,0.08427202524626679,NS
DCK,23.566976194192172,24.122362514673362,0.5553863204811904,0.8631595376540214,0.395610402932903,0.40273229675900063,NS
DCN,30.516120100619304,27.393323268323716,-3.122796832295588,-10.802776198572163,9.835541867692119e-12,11.007201708579826,Down
DCTD,19.613597495721287,21.37392968899711,1.760332193275822,4.219990995772681,0.00044540627824645574,3.3512436656392612,Up
DCTN1,24.313789362699985,25.11389104493287,0.800101682232885,2.757782808522984,0.009822692801189246,2.0077694380396145,NS
DCTN2,25.91008547990753,26.14564476518635,0.2355592852788213,1.320708074701856,0.19755530536109156,0.704311302818232,NS
DCTPP1,24.19734357013366,25.685785802255545,1.4884422321218835,3.505475619920262,0.0015192652387777644,2.8183663988286614,Up
DCXR,22.306881459534118,23.121460381459706,0.8145789219255875,1.6314622501622533,0.11327824903738698,0.9458534725716605,NS
DDAH1,26.393678469189176,27.26997786090981,0.8762993917206323,2.382364594938674,0.023772715947897097,1.6239211988437912,NS
DDAH2,25.354400992551902,25.04813071834506,-0.3062702742068417,-1.0769175845049945,0.2915151420368321,0.5353388819607192,NS
DDB1,24.73383519601313,25.650224875363143,0.916389679350015,5.833111624762083,2.300414926431837e-06,5.638193823109632,NS
DDOST,26.811612599576957,27.826334589404937,1.0147219898279793,4.160085794464937,0.00033502708599582315,3.4749200800586912,Up
DDT,24.263840991365853,24.844202676855204,0.5803616854893505,2.2696549696193276,0.03142409255134899,1.5027372547917897,NS
DDX1,26.614490259535955,26.952961938145616,0.3384716786096611,2.246576771402825,0.032182400746119305,1.492381561483044,NS
DDX17,26.780529694251886,27.96415552170791,1.183625827456023,6.218756558053137,1.2661419260438571e-06,5.89751761008251,Up
DDX18,20.286277300431237,22.94785767623305,2.6615803758018117,5.193522390998508,2.5017787877166426e-05,4.601751094131517,Up
DDX21,23.572813941650605,26.210730564133904,2.6379166224832993,7.397693193603926,8.894796910666703e-08,7.050863963441067,Up
DDX24,18.69627716786824,20.992785396070005,2.296508228201766,4.075079734254781,0.0003389780901919009,3.469828371461404,Up
DDX39A,25.71640324092725,27.167841785682803,1.451438544755554,6.005218196998982,2.8873752476693337e-06,5.539496770881352,Up
DDX39B,22.360495360690813,23.786103792474226,1.425608431783413,4.379045575784339,0.0002545929579351746,3.5941536131418736,Up
DDX3X,24.9297633479604,26.12429519017826,1.1945318422178595,5.059432717208751,2.719068547762969e-05,4.565579843703434,Up
DDX5,25.57781157514897,27.60013553086132,2.0223239557123485,6.214929475688448,1.2102500769691571e-06,5.917124881066929,Up
DDX52,20.4883425467682,20.85236060539931,0.3640180586311068,0.35016536335690873,0.7288902800201004,0.13733784118557163,NS
DDX6,23.379300768682054,24.556743475839642,1.1774427071575886,5.106936629477078,1.747688059171049e-05,4.757536081009517,Up
DECR1,27.25149364151921,27.935866650400428,0.6843730088812165,2.0839841271797845,0.04645218948424608,1.332993811088715,NS
DEFA1,24.28162490911054,27.354788542211836,3.073163633101295,5.159049207522129,2.3117111233112645e-05,4.636066437288823,Up
DEK,24.92266517523491,26.60305629145807,1.6803911162231593,4.207890480771863,0.00038489087031658365,3.414662390329555,Up
DERA,21.414382172923,22.043762133814717,0.6293799608917183,3.2241585179672914,0.0031379418810177973,2.5033551044033238,NS
DERL1,19.5022393056041,19.20886519475356,-0.29337411085053944,-0.19662627518969467,0.8454728712927709,0.07290032305958177,NS
DES,33.360160284038756,29.540857667304927,-3.819302616733829,-6.744448114290204,4.140277033666358e-07,6.3829705984522205,Down
DGLUCY,21.051887923409108,20.92330168480628,-0.12858623860282847,-0.14937095025051128,0.8822676919075072,0.05439962407508697,NS
DHRS7,21.89643522869006,22.847562947231975,0.9511277185419154,2.6059237631894057,0.015552953946510304,1.80818711397903,NS
DHX15,24.878560202943582,26.512987104087973,1.6344269011443906,4.877903429912706,7.608608395359695e-05,4.118694767865669,Up
DHX9,27.159416283949554,28.342051873796308,1.182635589846754,6.28546812694973,8.218502964868159e-07,6.085207283835563,Up
DIABLO,27.939831552115873,28.23666107755377,0.29682952543789654,1.2598142906277723,0.21844595968778996,0.6606559834631102,NS
DIAPH1,23.278524913702775,24.510514653125515,1.2319897394227404,3.020214490981788,0.005374582609849478,2.2696552574175133,Up
DIAPH2,28.826446223644687,25.13212968806556,-3.6943165355791265,-5.725783439205716,3.00815021181589e-06,5.521700481067779,Down
DIDO1,22.927574937398106,24.63851272371447,1.7109377863163644,1.9135539776875146,0.06615828220066129,1.1794157797623277,NS
DLAT,24.407737897006186,25.145953146525443,0.7382152495192571,2.3602376646837158,0.025542705557484436,1.5927331029044907,NS
DLD,27.522175680827807,28.021175555743582,0.4989998749157749,2.1571505764143195,0.03959330198883097,1.4023782775928488,NS
DLST,23.432787518295456,23.681356471290595,0.24856895299513937,0.725603805480427,0.47377543303143516,0.3244274627679622,NS
DMBT1,24.04353207866479,24.633570217737528,0.5900381390727389,1.1966569842462396,0.2466635355643136,0.6078950478093815,NS
DMD,22.034210289672217,19.731785853894813,-2.3024244357774037,-6.364675757286649,9.658669188204192e-07,6.015082708370708,Down
DNAJA1,22.547766552180384,24.716189582087082,2.168423029906698,5.8445862426925554,1.152310607744505e-05,4.938430440142672,Up
DNAJA2,23.11469180151937,24.199669252677193,1.0849774511578225,4.372215889975452,0.00014274309805115405,3.845444881686418,Up
DNAJB1,23.165358280823675,24.685300315116613,1.5199420342929386,5.897352663784902,3.5942868013682843e-06,5.444387271889784,Up
DNAJC10,23.133633220210612,24.97642828506314,1.8427950648525275,5.702859730677265,1.3171200832993415e-05,4.880374628123376,Up
DNAJC19,24.439994309993736,25.73534435985032,1.2953500498565838,2.261919913613211,0.03128515973218609,1.5046616233097647,Up
DNM1,23.511488748099335,24.794153383535914,1.2826646354365785,3.4042813370682103,0.002219486274268641,2.653747536391181,Up
DNM1L,26.07948148791582,27.619308199115473,1.5398267111996518,1.2935528076624416,0.2057078983415005,0.6867490328542499,NS
DNM2,25.339455004827435,26.380933308699184,1.0414783038717488,3.6341159796390614,0.0010331263392846853,2.985846566090095,Up
DNPEP,24.743498798543264,25.47624577532114,0.7327469767778751,2.9853450466400893,0.005970212334686624,2.224010222615549,NS
DOCK2,19.49312275078001,20.46102665280858,0.9679039020285707,2.460569713187207,0.021041922286087728,1.6769145877071754,NS
DOCK7,24.228453561221492,24.87606531912965,0.6476117579081588,0.42872506672281785,0.6711867445169966,0.1731566291161399,NS
DPEP1,19.698704095205535,21.628258367339228,1.929554272133693,2.7833002919769254,0.009445118927089692,2.0247925693404927,Up
DPP3,24.205635399818085,25.796329234406233,1.5906938345881478,5.235227114027381,2.0521056558483925e-05,4.687800282658336,Up
DPT,26.527769355350124,24.252107395609215,-2.2756619597409085,-9.777967201403607,2.2332984243759182e-10,9.651053240475282,Down
DPYSL2,28.35503621040913,28.167125351791114,-0.1879108586180145,-1.2448726459844641,0.22461913802027267,0.6485532437000785,NS
DPYSL3,29.003780887974767,27.93203101589595,-1.071749872078815,-3.4366423759102864,0.0018414343925686261,2.734843749767521,Down
DRG1,24.44435820293559,25.486768040666803,1.0424098377312134,3.3930023746463065,0.0019604972960535045,2.707633752348652,Up
DSG2,24.496459426321586,25.973504034793827,1.4770446084722408,4.078546788822818,0.00031801189540997516,3.4975566346876104,Up
DSP,27.35881224644071,28.504294179878833,1.1454819334381234,4.122242648114257,0.00027260495568943316,3.564466253383913,Up
DST,21.16332111058405,23.311735395947483,2.148414285363433,1.840149564970181,0.07589340348422248,1.1197959705459066,NS
DSTN,28.85511767632464,27.696978641331064,-1.1581390349935745,-3.9266920983881315,0.0006909132724520481,3.160576464433894,Down
DUSP3,23.730907596858046,23.23494899971815,-0.49595859713989654,-0.73293987415197,0.46973232746218146,0.32814955019504133,NS
DYNC1H1,28.497899516616876,28.827631905906767,0.3297323892898909,2.0606561092085918,0.04928659640950874,1.307271171936706,NS
DYNC1I2,23.16688358360059,23.523796745875746,0.35691316227515557,0.643229220646544,0.526798044606595,0.2783558457416544,NS
DYNC1LI2,22.550562126698313,22.923189449948318,0.37262732325000414,1.599895151835819,0.12088672788057349,0.917621377589459,NS
DYNLL1,25.698132793989714,26.081097922037856,0.3829651280481414,1.4119313529691475,0.17041510733368045,0.768491907569162,NS
DYNLRB2,22.811866310070315,23.322982652506745,0.5111163424364307,2.076745590877868,0.046538383557143584,1.3321887053725463,NS
DYNLT1,23.315024077970044,24.51088414569567,1.1958600677256257,5.237273190172201,1.2329347603905836e-05,4.909059903089565,Up
DYSF,21.13056849517533,20.69449073094336,-0.43607776423196754,-1.7427273157535275,0.09164723050297513,1.0378806544928043,NS
EBP,20.83804605615343,23.059505425617658,2.2214593694642275,2.784021391404503,0.009210406446411313,2.035721204380915,Up
ECH1,26.620872669475812,27.138447744936443,0.5175750754606305,1.8070677364893115,0.08190711914398197,1.0866783489040783,NS
ECHS1,27.10688848275805,27.691460368539616,0.5845718857815676,2.4686375899819355,0.020082770517797985,1.6971763743162245,NS
ECI1,26.48971476648093,26.802133823067333,0.31241905658640334,1.2186469251841385,0.23423892905677252,0.630340926216807,NS
ECI2,22.218193565695664,22.294751314335723,0.07655774864005949,0.133994357137309,0.894344455527106,0.04849518106671696,NS
ECPAS,24.819166025947368,23.85488383330128,-0.9642821926460883,-1.3822977764389888,0.17906740019003597,0.7469834716956253,NS
EDC4,25.267331520911195,26.170670169055175,0.9033386481439791,1.8797836687303193,0.06988086554129903,1.1556417245036161,NS
EEA1,24.7579204176308,24.584361873381432,-0.17355854424936723,-0.25959130482615195,0.7974201536175151,0.09831279238283974,NS
EEF1A1,30.682111084756553,31.638247675486696,0.9561365907301429,4.620713131659066,6.984729946816662e-05,4.1558503805125175,NS
EEF1B2,26.898641187795768,28.37601320766087,1.4773720198651006,8.654764383974893,2.3452196586319558e-08,7.629816474030308,Up
EEF1D,27.2602925437438,28.80570981944903,1.5454172757052298,6.1986194543488455,8.515510638984579e-07,6.069789304126057,Up
EEF1G,27.391202057975306,28.71260151523955,1.3213994572642456,5.429394497343793,9.559139166393347e-06,5.019581215686053,Up
EEF2,29.796571504800024,31.182341184284432,1.385769679484408,5.996545299583167,2.7596107668389325e-06,5.559152169287983,Up
EEPD1,23.24583234679004,24.97177106274763,1.725938715957593,3.759238569880569,0.0007955124010550387,3.0993530458504672,Up
EFEMP1,22.762742501194445,24.371592194446485,1.60884969325204,3.646227117041286,0.0010098290035952518,2.9957521599620978,Up
EFHD2,25.647193873000827,26.8627145572541,1.2155206842532742,5.064556255134987,2.4581290701993006e-05,4.609395317135623,Up
EFL1,21.289282610972165,22.442105785380196,1.1528231744080308,3.113447135481667,0.0040485542682250335,2.3927000349149816,Up
EFR3A,26.00181822161663,25.098077825823015,-0.9037403957936156,-1.0497335615055812,0.3023002869241692,0.5195614406173391,NS
EFTUD2,22.463971937586223,24.18997940722472,1.7260074696384962,6.853179585949087,9.634138067492274e-07,6.016187134073031,Up
EHBP1L1,24.522439081000165,25.313306595727816,0.7908675147276512,2.484699757334838,0.018773520503131764,1.726454278698954,NS
EHD1,26.408449177819328,26.038386598807747,-0.3700625790115808,-2.4034982223314034,0.022812323023344277,1.6418304874173413,NS
EHD2,28.86704965727884,26.53013039295724,-2.336919264321601,-8.439453995648481,3.920157148923008e-09,8.406696522892267,Down
EHD4,24.841619113301128,25.611147887834072,0.7695287745329438,3.2748394368490303,0.002951761042765124,2.5299188033561184,NS
EIF1AY,23.461790789479856,24.63633993451162,1.174549145031765,4.436974149408924,0.00011591020534903459,3.93587832476417,Up
EIF1B,25.54042507303297,26.32665588771569,0.786230814682721,5.339600232927714,8.937294013445625e-06,5.0487939546851095,NS
EIF2S1,25.62177275829587,26.898869478764972,1.2770967204691033,5.645414151185556,3.8855214389342455e-06,5.410550690413718,Up
EIF2S2,23.459006034331235,25.33065161851296,1.8716455841817243,4.733928255795468,0.00010139276383171989,3.99399303849472,Up
EIF2S3,24.91576562936644,26.48262864641753,1.5668630170510909,7.127189141626282,1.4498359727994726e-07,6.8386811288943825,Up
EIF3A,25.234685767165033,26.373752998735107,1.139067231570074,5.872559299808932,3.584856249726232e-06,5.445528254557507,Up
EIF3B,24.306257979761327,25.50931225139135,1.2030542716300232,5.760990302625349,4.146563043362217e-06,5.382311727321044,Up
EIF3CL,25.333698239265516,26.581870708647493,1.2481724693819771,5.402207834241594,1.6015113153839538e-05,4.7954699885072145,Up
EIF3D,23.71150507618342,25.50613089143752,1.7946258152541006,5.143659284699552,1.5908789912822802e-05,4.798362853299383,Up
EIF3E,24.477522205420577,25.90188109872662,1.4243588933060423,5.616199275724834,5.490114793132963e-06,5.260418574766119,Up
EIF3F,24.082186908340585,25.0805109999175,0.9983240915769152,2.935884630686864,0.0063300873875172595,2.1985902944605966,NS
EIF3G,23.893334759519007,25.29761702632887,1.4042822668098616,5.702310241104686,3.6008145789972628e-06,5.443599241692205,Up
EIF3H,24.276493199750636,26.259481889622577,1.9829886898719415,5.3791536879340835,1.373825489033086e-05,4.862068430277443,Up
EIF3I,26.89263844068935,26.305794969168304,-0.5868434715210462,-2.056825385760526,0.0499791184251012,1.3012114086035373,NS
EIF3J,22.374526909810044,24.360461298734023,1.9859343889239796,2.9556079074436252,0.008519066446046641,2.0696079943817067,Up
EIF3L,23.717534260491828,24.792831799462085,1.0752975389702577,3.5179734566271277,0.001421824819992126,2.8471539088083455,Up
EIF3M,24.801812276042345,25.76123243030227,0.9594201542599272,4.113157435531686,0.000287975312852071,3.5406447412396056,NS
EIF4A1,28.15629999197495,29.36960634202406,1.213306350049109,6.527486277856579,1.2218300760011949e-06,5.912989188681343,Up
EIF4A2,26.48421106656703,26.576346709909984,0.09213564334295299,0.3658842526069923,0.7171774757326588,0.1443733587063787,NS
EIF4A3,25.847465272141996,27.25080001619976,1.4033347440577657,5.188631157562184,1.73837116640645e-05,4.759857490078248,Up
EIF4B,23.561439163873473,25.361368182514845,1.7999290186413717,5.1239180768736405,2.5062563906600812e-05,4.600974502634298,Up
EIF4E,25.359523545856376,26.589038226857905,1.229514681001529,5.912193803702793,3.4932494705847902e-06,5.456770398092787,Up
EIF4G1,24.219543227038805,25.74694054988555,1.5273973228467455,6.905464864391811,1.1489710112417263e-07,6.939690928506296,Up
EIF4H,26.52252647457142,27.446878279125663,0.9243518045542416,4.183082330972858,0.0002619389075523169,3.5817999880952875,NS
EIF5,25.33984956427666,26.38968900198688,1.0498394377102223,4.253444477277131,0.00023988211521889404,3.620002130320153,Up
EIF5A,27.0110789218422,28.27981593795668,1.268737016114482,6.927087388322735,1.6322083398552594e-07,6.787224407423682,Up
EIF5B,26.335382007932946,25.787336702044392,-0.5480453058885537,-2.5099165490765167,0.01778672757408654,1.749903946646005,NS
EIF6,24.881841042187197,26.37404880072384,1.4922077585366438,5.0599123283411105,2.0885876192297377e-05,4.680147300743704,Up
ELANE,20.59096661442199,25.12546454246592,4.53449792804393,5.07188540486386,3.1753637525172945e-05,4.49820651709255,Up
ELAVL1,24.793128442498926,26.030575421506384,1.2374469790074585,4.132341366410127,0.00028008872880772425,3.55270436748882,Up
ELMOD2,20.402648694112933,22.71099746456187,2.308348770448937,4.635710358208836,0.00022146098455460555,3.6547027736626307,Up
ELOB,23.672995702056372,24.636034150763454,0.9630384487070813,3.692417206048536,0.0008825077724874711,3.054281460972939,NS
ELOC,22.698033290445427,23.536126903850928,0.8380936134055013,1.7094353226005243,0.09776436692335179,1.0098194076707008,NS
EMC1,22.062052915949067,23.756325057506565,1.694272141557498,1.5360488621477013,0.13511374238211998,0.8693004767574027,NS
EMD,24.55125003964303,25.32114819481697,0.7698981551739408,4.4185061155480625,0.0001432958648753716,3.8437663419663655,NS
EMILIN1,28.17201347703313,27.644865721989746,-0.5271477550433836,-2.287715581762685,0.029447983502538404,1.5309444388634321,NS
EML2,23.797731634276452,24.264348828723854,0.4666171944474016,1.9660724201927071,0.05945039764290196,1.2258452361917902,NS
EML4,24.70517944283512,26.187692722497953,1.4825132796628324,2.964307763805478,0.006220202415256432,2.206195482447674,Up
ENO1,31.268713045703166,31.277927966362242,0.009214920659076142,0.052337630283960934,0.9586086594297203,0.018358652200523563,NS
ENO2,24.146643512437493,21.738599706816334,-2.4080438056211584,-4.3894407580783925,0.00021980267190687287,3.6579670326251845,Down
ENO3,26.224004565527423,27.471886279714496,1.2478817141870735,3.6719477542188304,0.000939273532846037,3.027207915181643,Up
ENOPH1,22.65685440083528,23.50954343875477,0.8526890379194896,4.053208329642652,0.00033101430966807826,3.4801532313736643,NS
ENSA,19.562007764000242,23.71770975277667,4.155701988776428,5.834067709972499,5.0779119208269245e-06,5.294314836473441,Up
ENTPD5,23.241277768111313,22.2735636505732,-0.9677141175381117,-1.6641879211125872,0.10881941530136059,0.9632936119356726,NS
EPB41L2,26.334232083549487,27.191052599579535,0.8568205160300479,3.4034220485107505,0.00223550083950266,2.6506251627043347,NS
EPB41L3,23.317124557473832,22.794109248720925,-0.5230153087529068,-1.0288687391490532,0.31776314309128506,0.49789647742549126,NS
EPB41L4B,20.432902368319183,21.0605437800225,0.6276414117033156,1.7271450290815913,0.09485191228947448,1.0229539089672557,NS
EPCAM,25.16016882765348,26.698013755471006,1.5378449278175275,3.9077920529410872,0.0006868761997006682,3.1631215316913237,Up
EPHX1,27.164396711420565,26.31571638179161,-0.8486803296289551,-3.497527125683133,0.0016626769043810127,2.7791921357937754,NS
EPHX2,26.389521246419232,26.650045611882334,0.26052436546310176,0.46933493291807493,0.6422712468146081,0.1922815200367561,NS
EPN1,21.812732299157496,22.304300050030506,0.49156775087300986,2.4782705567936523,0.01905872235533527,1.719906216637143,NS
EPPK1,27.165270148091135,27.574946648808428,0.40967650071729267,2.0812865007828614,0.04623955787600042,1.3349863271163185,NS
EPRS1,26.78151901646153,28.088842272822085,1.3073232563605544,4.557026937703251,9.27495374092004e-05,4.032688247762864,Up
EPS15,22.438063226602637,22.180394930551785,-0.25766829605085206,-0.5878942336929396,0.5622631443940986,0.250060382986864,NS
EPS8L3,21.82237117061679,23.622246214918405,1.799875044301615,1.4426523476622546,0.16007211753120917,0.7956843099102368,NS
EPX,29.86902670060845,28.73625200841303,-1.1327746921954223,-2.4076471827630908,0.024028116494587654,1.6192802711464425,Down
ERAP1,24.97520047255359,26.156948827468533,1.1817483549149443,3.248504421314132,0.0028652714819544425,2.5428342227266207,Up
ERGIC1,25.078846238748728,25.92464366572112,0.8457974269723927,2.6278211975044603,0.014140373411845143,1.8495391217581758,NS
ERH,24.27120005489371,25.40559106702854,1.1343910121348273,4.301389423280383,0.00016935411768675997,3.7712042394273957,Up
ERLIN1,25.82235538118954,26.258295055064384,0.4359396738748451,1.6409445341903988,0.11377391000358214,0.9439573165044711,NS
ERLIN2,25.819367086910297,26.78199375049735,0.9626266635870522,3.440864463554898,0.0017814904549011148,2.7492165002256126,NS
ERMP1,23.887795015829674,25.89422040361294,2.006425387783267,1.3977620551816934,0.17471756723666176,0.7576634260395116,NS
ERO1A,24.67136472096515,25.995019360880164,1.3236546399150129,4.822075890261511,3.965344599130597e-05,4.4017190653456515,Up
ERP29,27.3098469635812,28.383226870013694,1.0733799064324927,4.485838299254008,0.00010861904634740549,3.964094014541712,Up
ERP44,25.694572069692068,27.217109105799913,1.5225370361078454,5.6482116692281,7.1260463024785724e-06,5.147151360086938,Up
ESD,26.998751056514777,27.342039319369412,0.3432882628546352,1.346658670785067,0.19096169989811224,0.7190537279922736,NS
ESYT1,22.88964878045351,23.380671782248566,0.49102300179505676,1.1524809834400294,0.2623190949167077,0.5811700947885144,NS
ESYT2,24.698124737768463,24.108149569525732,-0.5899751682427308,-0.5939742105816259,0.5572364419510147,0.25396048948297173,NS
ETF1,25.09010248626057,26.461120741380345,1.3710182551197754,5.717627329323992,3.0781906170859092e-06,5.511704489967401,Up
ETFA,27.05240482377615,27.70975156676744,0.6573467429912903,2.4118295571853734,0.022235217299880747,1.652958621930001,NS
ETFB,26.9460738376427,27.668236982140286,0.7221631444975856,2.7211448866776213,0.010838898054739175,1.9650148684500626,NS
ETHE1,26.830718406422378,27.052235566449887,0.22151716002750987,0.6374938539535554,0.5286399869371963,0.2768399894272372,NS
EWSR1,25.157740681024556,26.71426300850638,1.5565223274818223,5.299451145975681,1.8935874087313923e-05,4.7227146428782225,Up
EZR,28.4251470542195,29.049213469027002,0.6240664148075012,3.167105938022976,0.00378534977841279,2.4218939841121228,NS
F13A1,27.29610657063772,25.845367161166504,-1.4507394094712147,-5.012338829170871,2.4187445320450414e-05,4.616409999427339,Down
F9,26.72042021834812,27.467342553703613,0.7469223353554924,3.336088848604858,0.0023218980205077623,2.6341568587160227,NS
FABP1,30.56306551750409,30.138739826093946,-0.424325691410143,-0.8831266539074848,0.38619976377769766,0.41318799619638014,NS
FABP5,25.760051169315556,26.358398756983988,0.5983475876684317,1.5180972354027575,0.13973631854209884,0.8546907027441412,NS
FABP5P3,27.592999131182584,25.607451772432952,-1.9855473587496313,-4.620810128241117,7.755050916529783e-05,4.1104153464389865,Down
FAH,21.6347909221888,21.789473203817572,0.15468228162877296,0.7777736961780448,0.44315985431343285,0.35343958907349365,NS
FAHD1,22.9519120933944,23.435492689401613,0.4835805960072115,1.323638492585698,0.1957559796930117,0.7082849628178401,NS
FAM120A,24.956861305484935,25.874700318808042,0.9178390133231069,4.030821309965843,0.00038179766949539935,3.4181667268810036,NS
FAM162A,25.680934882837782,25.942967419461972,0.26203253662419,0.7074052560014825,0.4851402303429323,0.31413270993074166,NS
FAM3D,26.194770748569518,26.696310244301152,0.5015394957316346,0.9640612929787266,0.3430681980786504,0.4646195385427323,NS
FAM98B,20.728060282237156,24.64282117195156,3.9147608897144046,5.8661916388767725,2.1682270703821996e-05,4.663895237700994,Up
FARSA,18.879611691532254,19.059157012861167,0.17954532132891288,0.18173201333308078,0.8572737244221572,0.06688048726515168,NS
FARSB,27.551789075825116,26.459066724630073,-1.092722351195043,-3.0565025506646073,0.005945704247440302,2.2257966973677394,Down
FASN,26.725746870800304,28.48004016429868,1.7542932934983746,5.837447350330111,2.5683576091509147e-06,5.590344506744863,Up
FAU,24.19821252365331,25.529219313115185,1.331006789461874,1.3362588230702366,0.19159693072030332,0.7176114523655766,NS
FBL,28.25299188204986,26.523263369879615,-1.7297285121702437,-4.957265596665137,4.948798156765143e-05,4.305500259098671,Down
FBLN1,26.666125517957347,26.37588747822315,-0.2902380397341986,-0.7105321681488365,0.4831794067035175,0.31589158379423576,NS
FBLN2,24.545348009449853,26.079665652253013,1.5343176428031597,1.4909251798619998,0.14653240834089146,0.8340663124630769,NS
FBLN5,24.343740380445798,24.68582025412965,0.3420798736838506,1.1234740260354508,0.27018085731051983,0.5683454245919929,NS
FBN1,29.145132774010875,28.10544263132592,-1.0396901426849539,-4.814210236410917,6.029688572762982e-05,4.219705118145633,Down
FBP1,23.631517849630974,24.328101993923738,0.696584144292764,1.3101422722295781,0.200105913795551,0.6987400763271909,NS
FCGBP,30.481545918613115,29.022755194326944,-1.458790724286171,-2.283458724882223,0.033101124322767926,1.4801572545964492,Down
FCGR1A,25.665520637567475,26.323816724996426,0.6582960874289512,1.2763624995078588,0.2125726023264895,0.6724927107683949,NS
FCGRT,22.842988215088127,23.946536222499184,1.1035480074110566,2.9006331274867856,0.007236768568569563,2.140455315863694,Up
FDPS,25.25533866234329,26.29953259413152,1.0441939317882287,3.5865134282472315,0.00121411474949408,2.915740264894223,Up
FEN1,21.71241746185025,23.759418598395335,2.0470011365450844,3.8780662970422672,0.0006770475196900065,3.1693808485749813,Up
FERMT2,28.553581342925284,26.836125846808503,-1.7174554961167807,-3.952604412893299,0.0004350685750277373,3.3614422846340166,Down
FERMT3,20.485831444621994,22.207061377081164,1.7212299324591704,2.2540229751407246,0.032632033943656186,1.4863558559400758,Up
FGA,30.35238975628071,30.259882200873324,-0.09250755540738709,-0.28541792884063716,0.7773406950855231,0.10938859565685345,NS
FGB,29.995488073508874,29.76935995625043,-0.22612811725844395,-0.6732724075397156,0.5065301438287663,0.2953947044814807,NS
FGD5,27.95256195887667,28.05964264693094,0.10708068805426763,0.38846348350618143,0.7005377975127519,0.15456842738981622,NS
FGG,30.623385990083875,30.473596171514068,-0.14978981856980766,-0.45812910590831285,0.6505291044779876,0.18673326846222355,NS
FH,26.715111891374818,27.052642442596838,0.33753055122202014,1.094711396343579,0.28310595059816973,0.5480510021121519,NS
FHL1,29.870682928106636,26.3362147280827,-3.534468200023934,-8.375470319006718,2.452835632715667e-09,8.610331553381993,Down
FIS1,22.383503606654685,23.473758163925517,1.090254557270832,1.438315617120516,0.1610294808009146,0.7930946073402737,NS
