Protein,F_statistic,P_value,FDR,Significant
ADD3,0.3505186406982416,0.7099403442835509,0.7801311997685454,False
ADGRE5,5.582062243390388,0.015413025321509921,0.04897965656935017,False
ADH1B,19.598793706210426,6.543871825036235e-05,0.003322502194802488,True
ADH1C,2.391278359290072,0.12547762680437807,0.21438864267421703,False
ADH5,0.8130470774731609,0.46212309763613657,0.5722743903099385,False
ADRM1,12.943800222040066,0.0005416855653140579,0.009346336127181554,True
ADSS2,5.12870903136446,0.02008016592459515,0.05841027431711662,False
AEBP1,0.07683448548367626,0.9264051771111732,0.9454495960102152,False
AFG3L2,0.2570807911978785,0.7766442211484818,0.8317464957074345,False
AGFG2,1.1016783008726385,0.357754829114216,0.46656409120908265,False
AGPAT5,2.9295231658117635,0.08432883047181101,0.1607474517457552,False
AGPS,4.503937107514861,0.029378636807717445,0.07499726491018764,False
AGR2,1.1907880620065818,0.3311431548032274,0.4374771187642874,False
AGR3,0.3092271023234335,0.7385826119001289,0.8005791145001883,False
AGRN,5.932376099879932,0.012641923281728517,0.04292443257694726,False
AGT,2.6432830944633317,0.10390115510910122,0.18658776568627986,False
AHCY,7.766894232144072,0.004839820436892959,0.023969421233160957,False
AHNAK,8.894277816122456,0.0028363988325160946,0.018040044606693166,False
AHNAK2,0.20323266779299867,0.8182986968115693,0.8667990937302257,False
AHSA1,3.943401057494599,0.04205291286663431,0.09667357082424466,False
AHSG,4.649710903748439,0.02683582144857417,0.07003647793938633,False
AIFM1,0.34922207333404715,0.7108203484897112,0.7803305447302284,False
AIMP1,0.7918041770258029,0.47107677973341094,0.5804663684084059,False
AIMP2,5.702254664052626,0.014391255445292808,0.04693440097048778,False
AK1,1.9916683762584364,0.1709583444633713,0.26820290837863164,False
AK2,4.242562256077554,0.03465276872611628,0.08405459862556326,False
AK3,1.6663105703540042,0.22207527927014203,0.32833631627365806,False
AKAP10,1.7959449931603606,0.19987472829952813,0.3027255206923023,False
AKAP12,19.22151556805618,7.269446205813227e-05,0.003530422352997119,True
AKAP8,3.665549842540313,0.05056600184126123,0.11129502277180056,False
AKR1A1,2.4011283526712806,0.12454442637110322,0.2133682887369974,False
AKR1B1,1.3959138188791218,0.27799067203154987,0.386453740708452,False
AKR1B10,1.977667070451641,0.17286163214686942,0.2706187009222889,False
AKR1C3,1.234080563123712,0.319029265445453,0.42549933074933854,False
AKR1C4,0.15562072834250495,0.8572478468745341,0.8969984496101683,False
AKR7A2,0.41333138504957395,0.668750820896835,0.7481168422050724,False
AKR7A3,0.14723915551676356,0.864319742839312,0.9027070151954292,False
ALB,11.322883196811537,0.0010064990534977573,0.011977379337084381,False
ALCAM,2.3887776043392552,0.12571581105784438,0.21438864267421703,False
ALDH18A1,4.135645605953213,0.0371134080377078,0.08859552237384632,False
ALDH1A1,7.31555206718998,0.006061438208407437,0.027411443233972092,False
ALDH1B1,3.12339020725071,0.07344901428816013,0.14495149992910752,False
ALDH2,0.9072424011532146,0.4246759874211949,0.5350965346299771,False
ALDH3A1,6.326968684680046,0.010174360721305741,0.03800576486945522,False
ALDH3A2,0.6574459474982011,0.5324795578898404,0.6337556378933955,False
ALDH4A1,1.6407581729518261,0.2267737750074832,0.33395689740719675,False
ALDH6A1,3.9430680999662084,0.042062090797298925,0.09667357082424466,False
ALDH7A1,0.7278888830384704,0.4992250174167311,0.6054329221172147,False
ALDH9A1,0.07153455936110915,0.931279746758477,0.9482584112390327,False
ALDOA,4.48487003995329,0.02973099936161078,0.07547619610663464,False
ALDOC,2.1564333186189204,0.1502567120964108,0.2439487607728065,False
ALOX5AP,3.043218963522558,0.07774281813840372,0.15070536293534567,False
ALYREF,8.133276842633485,0.004051206075878893,0.021713193829230624,False
AMACR,4.3337203759017076,0.03270014688506861,0.0805246154525286,False
AMBP,7.806729994032989,0.0047461484131552075,0.023768710668464255,False
ANK2,6.444614908035844,0.00954795877431557,0.03652421216065237,False
ANKRD22,5.615245063916396,0.015122945971652596,0.048503700836898665,False
