Protein,F_statistic,P_value,FDR,Significant
ASAH1,0.9592394882220994,0.4054847941294762,0.516155572698148,False
ASL,1.676291530250883,0.22027005273242312,0.3263151842203138,False
ASNS,9.957433771222984,0.001770542891518094,0.014390327379436723,False
ASPH,7.019158470598485,0.007053401970546216,0.030128680692543493,False
ASPN,26.45739873315873,1.2049010109070107e-05,0.0015833816813919186,True
ASS1,7.613113550389542,0.005221615455049269,0.025301421038421555,False
ATAD1,4.68097384278476,0.02632354624201897,0.06894115158812471,False
ATAD3A,5.763671976977212,0.013898923968868585,0.04579674947854339,False
ATAD3B,8.793300292297092,0.0029709237926619633,0.01844969892924001,False
ATAD3C,3.417765099859915,0.05983514944588116,0.1249887561849155,False
ATIC,1.9039985328813247,0.18328010719973492,0.2829466348944826,False
ATL3,0.879746398514391,0.43523910558235357,0.5450247544119831,False
ATP1A1,1.2659338233870436,0.310436706739868,0.41627587206294425,False
ATP1B1,0.7419409741906804,0.4928766294868258,0.599720256140288,False
ATP1B3,0.6545739424566067,0.5338876960611391,0.6344176132981832,False
ATP2A1,8.64783154550365,0.003177626868277484,0.01908284522508575,False
ATP2A2,4.934489905161436,0.022555355149358473,0.06282875736118058,False
ATP2B1,1.5115886891179713,0.25231859988925254,0.3617970167860014,False
ATP2B4,14.594379819618807,0.0003025839294449947,0.006627181356667825,True
ATP5F1A,0.14087844856684203,0.8697306860327219,0.9058174137981821,False
ATP5F1B,0.06535886908869777,0.9369965043720578,0.951477359439626,False
ATP5F1C,0.14508525426813243,0.8661477455462411,0.9033492360178818,False
ATP5IF1,4.0828576435936155,0.038400916052933914,0.09030803789481485,False
ATP5ME,1.2110388807283834,0.3254129516721379,0.4322072140520547,False
ATP5MF,0.2951467081827756,0.748647323525379,0.807545595743293,False
ATP5MG,0.5989311272007968,0.5620198855469652,0.6604694499273647,False
ATP5PB,0.4684323440544173,0.6348378370912879,0.7221118778319436,False
ATP5PD,1.6682458649378198,0.22172394186973882,0.3280339643291368,False
ATP5PO,0.42324139079791445,0.6625029551407079,0.7441083970760892,False
ATP6AP1,5.318770867449464,0.01795194835742894,0.054268812761158663,False
ATP6V0A1,1.3381760490516934,0.29190370997902276,0.39957897554726524,False
ATP6V0D1,4.797112183565286,0.024515229474457015,0.06640959642761791,False
ATP6V1A,2.5273642878066314,0.11325529845878157,0.19906556786539578,False
ATP6V1B2,1.7029033841785164,0.21553758156663613,0.3201535619812933,False
ATP6V1E1,1.0082295522490017,0.3882982966701391,0.4985393073339602,False
ATP6V1G1,1.0687858728664779,0.3681839038562675,0.4782109541947102,False
AZGP1,6.823276730494304,0.00780983044133397,0.032013139827413,False
AZU1,3.326489794857468,0.06372384080255618,0.13112750855090222,False
B2M,2.5667757726918046,0.10997184495136582,0.1949818266836121,False
BABAM2,2.7343731777386324,0.09716281984234637,0.1777737424470121,False
BACC1,6.277525845194637,0.010451418000233598,0.03855871477306799,False
BAG2,31.799568314358083,4.027644459376701e-06,0.0007498131435206291,True
BAIAP2L1,4.091508059894142,0.03818650520808637,0.09017827974087204,False
BASP1,0.05649914996604403,0.9452674246590893,0.957078594795038,False
BAX,4.28075967871703,0.03381892122961839,0.08266025167064275,False
BCAM,1.7579534840186142,0.20610902918096796,0.30902521556394796,False
BCAP31,7.7627534295711484,0.004849676990773838,0.023969421233160957,False
BCAS1,0.2778578915752124,0.7612186953670873,0.817971411952897,False
BCAT2,0.31262640809410963,0.7361758150100991,0.7991335134754914,False
BCCIP,10.374951430350057,0.001482937840534046,0.01350065414249349,False
BCKDHA,1.5013438546600204,0.25448039706634384,0.36396236046492453,False
BCL2L13,0.03793907414955765,0.962863676656108,0.9694615658325638,False
BCLAF1,7.728501132096052,0.004932087536073527,0.024162902534184776,False
BDH1,1.15418764282115,0.3417922172079825,0.4496842245245187,False
BGN,16.990430459348147,0.0001397932931276484,0.004826833408936353,True
BICD2,4.115224443460734,0.037605591930003054,0.0895638511424593,False
BIRC6,0.19992751390858016,0.8209367532674625,0.8687268099401109,False
BKGD,1.44858193560604,0.2659517382491587,0.37556016640241496,False
BLMH,4.347402001080443,0.03241798656239911,0.08011259068628275,False
BLTP3A,2.388828160310359,0.12571099078550768,0.21438864267421703,False
BLVRA,4.2510955982476615,0.034464483954450176,0.08381523589526149,False
BLVRB,1.314084059590182,0.2979412017101943,0.4053597104875603,False
BMS1,18.442913775971007,9.074419110658551e-05,0.004054450458642241,True
BOLA2,10.992123787078366,0.0011496311842752731,0.012171924481852892,False
BPNT1,2.419978887987043,0.12278034980615027,0.21146558596433365,False
BRIX1,4.365095540187953,0.032057169865723614,0.07948470308549008,False
BROX,14.728938289555062,0.0002891139678127196,0.006590618409118527,True
BSG,1.9683275903002548,0.1741445588237059,0.2722455874122876,False
BTF3,4.501530362260185,0.02942285179050157,0.07499726491018764,False
BUB3,5.3888943122098345,0.017232250788562463,0.05273540857760074,False
C1QB,1.0691332492018073,0.3680719775485035,0.4782109541947102,False
C1QBP,11.707705777472526,0.0008647553666626575,0.011146271888740645,False
C1QC,3.5284900050469137,0.05547394747364257,0.11843379794323668,False
C1S,0.9208724149748637,0.4195476762692463,0.531030883164587,False
C3,3.065321924876179,0.076531278144194,0.14944490929747264,False
C4A,2.7752492697571176,0.09430109332257841,0.17443549883759502,False
C4B,1.9087619938652365,0.18258531936229075,0.28228069443277337,False
C4BPA,0.4832899045087806,0.6260301098629617,0.7157375974584731,False
C5,0.6977970757215013,0.5131339470681272,0.6159813206610404,False
C6,2.8606031536479786,0.08862814967248181,0.16624289367617495,False
C7,0.5258219801419279,0.6015726136212529,0.6945287952609194,False
C9,2.1676570292433035,0.1489533288615674,0.24271461464386693,False
CA1,1.6062131189374025,0.23330599530161303,0.3399906024160492,False
CA12,0.7692159767080049,0.48081384268027644,0.5882465085146427,False
CA2,1.3900302519766021,0.2793734842176402,0.3870306990248992,False
CAB39,1.1975391972828875,0.3292202311200136,0.4356560135063211,False
CAB39L,6.6585493778140314,0.008517630130383579,0.03379858744677887,False
CACYBP,7.857803580401808,0.004629042403210491,0.023431361356295238,False
CAD,13.001033789626517,0.0005304461048469592,0.009330839356126826,True
CALB2,7.433870019724992,0.005710402525916029,0.02657716508936752,False
CALD1,8.584274756897141,0.003273017678156974,0.01944659971543266,False
CALM1,0.9189144220348964,0.42028003841669215,0.5316566284387827,False
CALR,6.36453519310823,0.009969413666186372,0.03751967985755183,False
CALU,10.763070970464328,0.0012622806491795744,0.012888683863512973,False
CAMK2B,4.646196503017921,0.02689411164953443,0.07005761609144787,False
CAMK2D,1.0366491224605563,0.3787073564226038,0.48875345710461976,False
CAMP,3.7270619181081743,0.04852478186749081,0.10840436269197447,False
CAND1,1.3317850855990545,0.2934916725046292,0.4012609524940891,False
CANX,6.233703227623107,0.010704146317739914,0.03907363214678263,False
CAP1,4.099460832141292,0.037990582695755594,0.09000101987520466,False
CAPG,7.401619287720304,0.005803747342677461,0.026678130789179934,False
CAPN1,2.1410212726119813,0.15206759134374795,0.24617318772603836,False
CAPN2,0.8471620820847984,0.44814455730075226,0.5589921502009383,False
CAPN5,0.7267118014038838,0.4997609866527812,0.6054329221172147,False
CAPNS1,0.2189731859904321,0.8058662788359064,0.8568801841596454,False
CAPRIN1,10.786232541752376,0.0012503387425299845,0.012872150925400854,False
CAPZA1,3.5476385066181546,0.05475686331421034,0.11784858636218296,False
CAPZA2,0.7189549902064095,0.5033093050753278,0.6084377638194168,False
CAPZB,1.7865087018762904,0.20140300694149113,0.3038044007476645,False
CARHSP1,7.738710066145621,0.0049073601175177554,0.024101179398980842,False
CARS1,4.612674584164384,0.02745738051541793,0.0711598469506307,False
CARS2,8.348888220926275,0.0036556823948114183,0.02072645497799223,False
CASP1,10.094879212499476,0.0016694072762006742,0.014156621435403475,False
CASP6,1.7620128068574001,0.20543249780318848,0.30863227981998864,False
CASP7,1.8058329241171953,0.19828738848273486,0.3013002135740098,False
CAST,3.5181977026790383,0.05586377368252835,0.11885682895882699,False
CAT,0.4534908336211601,0.6438372337940917,0.7292530316297473,False
CAV1,13.43103549217311,0.00045397205454926465,0.008245313576122416,True
CAV3,7.2713514329888005,0.00619880171467136,0.027696246061151637,False
CAVIN1,27.063691751678995,1.0551362662580748e-05,0.0015645018057389454,True
CAVIN2,34.003765076006374,2.674873536612781e-06,0.0007406765922533148,True
CAVIN3,17.64787145938265,0.00011460412156949319,0.004655011047022687,True
CBR1,2.204131250776629,0.144805317985149,0.23727521533898055,False
CBR3,1.2984802563824043,0.30192703125241,0.4092870071710461,False
CBX1,1.3187501205714907,0.29676091240310515,0.404246267261303,False
CBX3,19.789943770410137,6.207827911165019e-05,0.003268417929162486,True
CBX8,4.674511868393964,0.02642851706181034,0.06913502004225328,False
CCAR2,2.700444670665364,0.09961303945801923,0.18107040695623675,False
CCDC6,1.3040322825107362,0.3005019384234681,0.40809807321460656,False
CCNY,2.2404475077485455,0.14080486115848076,0.23317869520240625,False
CCT2,11.548362216911215,0.0009205071557863569,0.0116077543206333,False
CCT3,11.536331450728094,0.0009248792609994304,0.0116077543206333,False
CCT4,8.498853575085073,0.003406379244955825,0.01976584735904237,False
CCT5,0.615653834533864,0.5533923075094055,0.6530789302567416,False
CCT6A,10.446968267414317,0.0014388855907504453,0.01350065414249349,False
CCT7,11.004117606097221,0.0011440542674230128,0.012171924481852892,False
CCT8,11.26570402920737,0.0010297291508807628,0.011977379337084381,False
CD151,6.159907318331737,0.011145545527977915,0.03983863793520426,False
CD2AP,6.833900393278974,0.007766522572341785,0.03195287555545404,False
CD44,0.2911308664285663,0.7515462835556206,0.8091346493798826,False
CD46,4.789417626755062,0.02463058366596042,0.06653533725484351,False
CD59,2.806968092099821,0.09214621240763166,0.17140269651844223,False
CD63,1.3029690481352383,0.30077425799662943,0.40821236981810866,False
CD74,4.414151930474655,0.031080355001825474,0.07766612200679877,False
CD9,0.12831733498840095,0.8805293594843376,0.9140811287583691,False
CD99,0.6722341212507794,0.5252952523665726,0.626874783005835,False
CDC37,2.8030723553701473,0.09240784710346905,0.17160359969172892,False
CDC42,2.5230001001471623,0.11362567212715471,0.199559553091245,False
CDH1,1.5042708824980418,0.25386062056576975,0.3633085370556884,False
CDH17,0.5169792913449821,0.6065669764178905,0.6974032134801392,False
CDK11B,5.465703756060783,0.016481197612346794,0.051208616781617165,False
CDK5RAP3,1.046811415553253,0.3753432109160882,0.4859173562990408,False
CDV3,15.419072004505813,0.0002298697152005659,0.006244800826855204,True
CEACAM5,20.376441875584916,5.292726169783238e-05,0.0032128699571132304,True
CEACAM6,14.179396918662128,0.0003488233107861011,0.007084284329964999,True
CEACAM7,0.2654487151806186,0.7703894139499803,0.8258397076603915,False
CEACAM8,7.3069084832988365,0.006088026500913093,0.027423552374749107,False
CEL,1.3897261300834702,0.27944517346784353,0.3870306990248992,False
CELA2A,0.7354990853182278,0.49577548807375077,0.6022634259688739,False
CES1,23.81823917295189,2.2104436709295185e-05,0.0018992812157140556,True
CES2,2.724775164004658,0.09784896210387486,0.1785903442320723,False
CFAP43,5.905496881573348,0.012833278102507275,0.043372985296522316,False
CFB,0.3291369284994554,0.7246116458449334,0.7908072383085399,False
CFH,2.057405813190902,0.1623339193964944,0.25940913872086446,False
CFI,0.03676939389427493,0.963984990177059,0.9696274056981313,False
CFL1,1.3521191800208017,0.2884729411711371,0.396339822002657,False
CFL2,14.620598455426334,0.00029990446614797556,0.006627181356667825,True
CGN,2.0441700982571933,0.16402996577506215,0.260999247536673,False
CHAMP1,0.49498015271933715,0.6191972954112013,0.7093778245890378,False
CHCHD2P9,5.403855327319945,0.017082968333851117,0.05249429333950949,False
CHCHD3,3.5630989037325556,0.054185553379633086,0.11707014144110282,False
CHCHD4,6.016597767841755,0.012062964502153325,0.04171619612664169,False
CHD3,7.342849713950414,0.005978328829489331,0.027195658117885105,False
CHD4,5.377555574129286,0.017346374945306834,0.05293961971013042,False
CHMP4A,2.9283327691209977,0.08440105343327406,0.1607474517457552,False
CHMP4B,9.428998559164981,0.002229589781273143,0.016235126300486867,False
CHTOP,4.885771975118967,0.02322931339717557,0.06428784938696613,False
CIRBP,0.9348988285862604,0.4143433675975821,0.5253365966021558,False
CISD1,0.7731304185957832,0.47911023166842015,0.5874490985440454,False
CKAP4,4.85089981219948,0.02372575187492176,0.06511465563707029,False
CKAP5,9.560218774304538,0.0021041418032108775,0.016066663112687153,False
CKB,6.46610347141938,0.00943832788850005,0.03629126420466284,False
CKMT1A,0.2470067781428488,0.7842507737216242,0.8370837212107543,False
CKMT2,6.7028204331631684,0.008320511081509552,0.03355238584132191,False
CLC,0.1057750718110245,0.9002920030542721,0.9294142027833844,False
CLCA1,8.839485252030986,0.0029085175938335724,0.018251764900629776,False
CLCA4,0.14129074975265268,0.8693787872548844,0.9058174137981821,False
CLEC3B,6.245784547412831,0.01063378761384467,0.03894406808086721,False
CLIC1,9.477437841995483,0.0021823196201541965,0.01609653948959205,False
CLIC4,2.0090797097862896,0.16862455489577155,0.26593398868315793,False
CLINT1,1.3941662537378612,0.2784005900017047,0.3865425221030505,False
CLIP1,0.1085229769266396,0.8978562328899898,0.9281864064212112,False
CLPTM1,0.7555392474944517,0.48682024135912916,0.5946180531417685,False
CLTB,6.890503825659858,0.007540314856830218,0.031348002365036,False
CLTC,2.9510881409671508,0.08303250629295815,0.1592228489772262,False
CLTCL1,2.34615973769128,0.12985476672667295,0.21868030567102406,False
CLU,3.557327844532401,0.05439801812124256,0.11728416630817244,False
CLYBL,2.1346505767146247,0.15282334848436016,0.24721749494139075,False
CMA1,8.95668643507587,0.0027567127760671807,0.01790260564457582,False
CMAS,8.25290987832151,0.0038260757331188677,0.02084744679948183,False
CMBL,0.3299084227515762,0.7240763381149405,0.7906092567687083,False
CMPK1,5.2214759183672195,0.019007641153751847,0.0563170694131056,False
CNDP2,5.332057857299887,0.017813003663470408,0.05399491205453581,False
CNN1,10.588908121628865,0.001356334563118181,0.01323166556334505,False
CNN3,6.919921433521054,0.007425706320622244,0.030949678955727783,False
CNP,4.666384687575736,0.026561212326463517,0.06940087524832689,False
COASY,0.6213711206778225,0.5504771537870307,0.6499820092813037,False
COG1,8.265987654075243,0.003802337032763707,0.02081965914508363,False
COL12A1,15.119427786994715,0.00025371571554342,0.006404588234810842,True
COL14A1,24.961889741017753,1.689102435549536e-05,0.0017729020240489913,True
COL15A1,6.8136579478465595,0.007849278076886441,0.032115910666234995,False
COL18A1,1.4871803655515852,0.2575037408164347,0.36675695695097904,False
COL1A1,1.9643391736440308,0.1746957170070811,0.2725349578554795,False
COL1A2,3.5354008061127384,0.05521392743399076,0.11843379794323668,False
COL3A1,5.697525052899569,0.014429981098315751,0.046992095879937884,False
COL4A1,1.3259308604045417,0.29495486780073676,0.402522403583901,False
COL4A2,1.633089206297376,0.22820582650813165,0.3353136096737522,False
COL6A1,16.23223686987446,0.00017697805497312273,0.005312391902341154,True
COL6A2,14.8118342260161,0.00028115442074102924,0.006590618409118527,True
COL6A3,19.386564545165758,6.941360896701003e-05,0.00344600005405112,True
COL8A1,6.193938383412061,0.010939480661841328,0.03948109822060344,False
COLGALT1,8.356989232450966,0.003641698529521723,0.02072645497799223,False
COMMD3,0.40669717259721205,0.6729707423597155,0.7511670916814575,False
COMT,0.06831404051916774,0.9342559925011105,0.9504225351764484,False
COPA,6.680159354096224,0.008420757096292177,0.033662224286779716,False
COPB1,5.400824701873215,0.017113089444567603,0.05251461788346706,False
COPB2,4.707803980250993,0.025892731698678693,0.06837395108138085,False
COPE,4.895878835555717,0.023087640765721295,0.0639922946285625,False
COPG1,5.218679549172614,0.01903900666084414,0.05633528593420637,False
COPG2,1.8520764199806294,0.19105091547425246,0.2923340720338904,False
COPS4,0.428228257127346,0.6593839723866166,0.7420976293761721,False
COPS5,1.462902428429946,0.2627813022779058,0.37178811227919034,False
COPZ1,1.2485954387918303,0.3150808228912496,0.4209453871508732,False
COQ8A,3.0533364078782896,0.07718556862590847,0.14984402058290214,False
CORO1A,2.24106559792225,0.1407378673411396,0.23317869520240625,False
CORO1C,3.2193362056511297,0.06865944388634881,0.138684627162842,False
CORO7,3.132915385658686,0.0729569704234216,0.14449102121092539,False
COTL1,1.5579867403634189,0.24278501103729686,0.35082905217161786,False
COX20,2.351549051896545,0.12932293274028242,0.21804334471078562,False
COX4I1,0.8097464850367385,0.4635015245219855,0.5730284481362012,False
COX5A,0.9961000834952817,0.39247529763474637,0.5019035396430849,False
COX5B,0.6883534371437846,0.5175891040711353,0.6196645543917022,False
COX6B1,2.2917501479779188,0.13536520683897427,0.2263039941382981,False
COX7A2,0.7707518494586465,0.48014459577124996,0.5882465085146427,False
CP,8.905589948110846,0.0028217633153974487,0.018037020104589126,False
CPA3,8.762238264226978,0.0030137489843395046,0.01844969892924001,False
CPAP,5.865344458603243,0.013125271772361377,0.04396011211175426,False
CPNE1,1.6323208801845686,0.2283498625486974,0.3353136096737522,False
CPNE3,2.2751789350246696,0.13709578607709785,0.2283907428010713,False
CPS1,0.17856408593731962,0.8382226189589395,0.8803899063254681,False
CPSF3,4.069913662864529,0.03872430117793695,0.09087194204990667,False
CPSF6,7.481560463259617,0.005575471371664726,0.026112375354924527,False
CPT1A,0.4490790530340864,0.6465220706322751,0.7309363895711045,False
CPT2,0.10457565774077221,0.9013575226378133,0.9300843905648383,False
CRAT,4.467464646415279,0.030056840487892245,0.07587229564966247,False
CRKL,3.6886501614939124,0.04978823881125329,0.11030704183778203,False
CRMP1,1.5733080667181423,0.23972705474217795,0.34798586113971774,False
CRNKL1,0.7067428240160173,0.5089537221100104,0.612288889901557,False
CRYAB,5.510596500918271,0.016059440605429704,0.050318078979705416,False
CRYBG1,5.057967466831751,0.02094422637369943,0.05976567669523428,False
CRYL1,0.18768947314960846,0.8307889861383749,0.8761960875637248,False
CRYZ,0.7432990519807341,0.4922679473564218,0.5993060459914149,False
CS,1.2850912038269577,0.3053953473030945,0.41223758663148824,False
CSDE1,0.5146980589764536,0.6078630335714006,0.6978242636169111,False
CSE1L,13.739410548489348,0.0004068094450292155,0.007947536699527809,True
CSK,4.781673928609838,0.024747296031530024,0.06656820697078597,False
CSNK1A1,2.6141698284359034,0.10616531752712684,0.18989056793883213,False
CSNK2A1,4.688838843331657,0.02619642110214667,0.06868873796032354,False
CSNK2B,4.4404348163609395,0.030570913033492055,0.07690925643786177,False
CSRP1,9.180782020735604,0.00249078603229885,0.01701180302274215,False
CSRP2,3.946926593513032,0.04195587104988334,0.09662826384065916,False
CST3,1.0595408593850821,0.371176912520191,0.4818182583208058,False
CSTB,2.8161648104515287,0.09153189148575355,0.17071338031060274,False
CSTF2,6.456905654819893,0.009485077954311008,0.036372426776527016,False
CTBP2,0.3848681323026096,0.6870703646121831,0.7606120884755287,False
CTNNA1,2.255186903921306,0.13921707843861067,0.2312597546187887,False
CTNNA2,1.4994164696901615,0.25488944294083227,0.3640088476539159,False
CTNNB1,3.8624189308261814,0.04435356096956041,0.10090209287779833,False
CTNNBL1,4.750566969303602,0.0252224958707627,0.06732025779603808,False
CTNND1,0.03310735642577933,0.9675051823824646,0.9722926574189951,False
CTSA,3.11726972920547,0.07376716542638172,0.14519457935025265,False
CTSB,2.0905015212242155,0.1581792770363625,0.25331362358368015,False
CTSD,0.7858079974028311,0.4736395773463195,0.5826601408544481,False
CTSG,0.94927696368183,0.40908436184374614,0.5195534191921142,False
CTSS,1.562209507547244,0.24193780599198955,0.3500576804314149,False
CTSZ,0.7532614604950318,0.48782881348698576,0.595378470236853,False
CTTN,11.256817864867557,0.0010333935958431928,0.011977379337084381,False
CUL1,2.2344177288035345,0.14146031895540445,0.23384973144373977,False
CUL3,0.12088320716658912,0.8869919549312487,0.9195081333254802,False
CUL4A,0.4156117432205741,0.6673072517871755,0.7468759521505762,False
CUL5,1.2194263903607923,0.32307258579008774,0.4298654893716831,False
CYB561A3,0.2521988239534732,0.7803199403091043,0.8340836108375785,False
CYB5A,0.1907097512075609,0.8283451153447738,0.8745382739509568,False
CYB5B,7.498643281869015,0.005528020608768415,0.025999153768397135,False
CYB5R1,0.46680060133503576,0.6358136822384503,0.7224861475690223,False
CYB5R3,1.788860756644051,0.20102083850859223,0.3038044007476645,False
CYC1,1.3728099717891926,0.2834657697590669,0.3911442431388236,False
CYCS,4.046073571216728,0.039328019072478626,0.09171064155314954,False
CYFIP1,6.6483921336520835,0.008563598837848884,0.0339203542619759,False
CYP2S1,24.81900861576039,1.7459196297707168e-05,0.0017729020240489913,True
CYRIA,3.084641502916062,0.07548980892354233,0.14780388530691813,False
CYRIB,6.15281810048705,0.011189023731288269,0.039866473709247195,False
CZIB,0.37717817274759347,0.6921169085310014,0.7650614416913692,False
DARS1,2.1841775110815944,0.14705808777198495,0.2403275552908664,False
DARS2,0.6989791760141997,0.5125793429896821,0.6156463721714783,False
DAZAP1,6.040016617648843,0.011907360307710882,0.041350290864924165,False
DBI,4.306429882413976,0.03327132019190387,0.08176911915149972,False
DBN1,0.31990441942364556,0.7310526222207222,0.7955048991919598,False
DBNL,5.103872954383488,0.02037883480302255,0.05880901106037219,False
DBR1,0.8234800045474554,0.457796450612708,0.568176261482661,False
DBT,0.6961824412684838,0.5138925817179297,0.6165607022330049,False
DCAF8,0.09159082107672666,0.9129847749623302,0.9360293654271894,False
DCK,0.5462557624513813,0.5902088627525437,0.6853647231049668,False
DCN,39.30794161954957,1.0853327289795228e-06,0.000404105552756709,True
DCTD,7.631513023554048,0.00517418324876515,0.025176415283503416,False
DCTN1,2.750795714995547,0.09600141522437677,0.17622609828369573,False
DCTN2,0.8878819456935061,0.4320829753716476,0.5418028932044773,False
DCTPP1,1.1478661162555661,0.3436705319384072,0.4516235107943539,False
DCUN1D5,4.058817367436732,0.0390039833026697,0.09124073162111425,False
DCXR,1.4078657103625725,0.27520544108064815,0.38377587726227713,False
DDAH1,2.678942470301569,0.10120210056020494,0.18321352727025755,False
DDAH2,0.8503356310300317,0.4468687523699493,0.5580239199521894,False
DDB1,6.138940062416252,0.01127469543756939,0.04010775415211786,False
DDOST,5.783469283935263,0.013744315206797184,0.04542130202956347,False
DDT,2.9300099781179294,0.08429931509805863,0.1607474517457552,False
DDX1,2.4597994983822034,0.119146148441293,0.20713812888548525,False
DDX17,7.581668124709513,0.00530382427650807,0.025372041613959374,False
DDX18,6.069538401249598,0.011714436902523157,0.04095469802853949,False
DDX21,11.940892005397655,0.0007899290168214006,0.010744694573286702,False
DDX27,11.4155220212785,0.0009701122556002163,0.011960860167519604,False
DDX39A,9.302093704539168,0.0023590326800813285,0.016775158269858204,False
DDX39B,5.5756775215583,0.015469560166422432,0.049089484959925725,False
DDX3X,5.449993679385164,0.01663174440122913,0.05160460693381372,False
DDX42,2.654337887707855,0.10305578987845494,0.1858164928074805,False
DDX5,11.646174728205782,0.0008858176729619513,0.011308095322268567,False
DDX50,4.4695771506759465,0.030017077933429805,0.07585763812588482,False
DDX6,5.48575846885051,0.016291256027044232,0.0507596456965367,False
DECR1,0.8947080046577417,0.42945485444712667,0.5395962569375033,False
DEFA1,10.493728975598941,0.001411076842409112,0.013414236876348748,False
DEK,8.190965312758378,0.003940823714619776,0.021368447035098496,False
DERA,1.2613462256709886,0.311657910015956,0.41766273003937954,False
DERL1,0.10726735159679478,0.8989683036745512,0.9289061935286528,False
DES,12.76452123608788,0.0005786778614789742,0.009346336127181554,True
DHRS7,1.3599568795530064,0.2865645167098296,0.3944455516511148,False
DHX15,7.033322266467896,0.007002009515577295,0.029994738917497273,False
DHX9,7.782340215879703,0.004803253384676654,0.02384548458081699,False
DIABLO,0.6892587239574702,0.5171601290894686,0.6194829642819694,False
DIAPH1,1.5690196979452162,0.2405785408738056,0.3487686309617662,False
DIAPH2,0.7769280438707334,0.477463995667784,0.5859980360500372,False
DIP2B,4.135382629861231,0.0371196996158998,0.08859552237384632,False
DKC1,9.06574781485505,0.0026234732046854898,0.017391214063107965,False
DLAT,2.535425045649142,0.11257480123136553,0.19833762298964558,False
DLD,1.4007144212475633,0.27686813372332086,0.3856130989637773,False
DLST,0.19307029943452125,0.8264407393841635,0.8729402419783552,False
DMBT1,1.7432435645472317,0.20858184145895753,0.31231356154109324,False
DMD,39.65785558701112,1.0263703893485582e-06,0.000404105552756709,True
DNAJA1,20.525514055041164,5.085194520875859e-05,0.0032128699571132304,True
DNAJA2,4.198376078587381,0.03564656066012423,0.0861844334574865,False
DNAJB1,7.827369138391131,0.004698425540298997,0.023693640309318195,False
DNAJB6,0.05001475555947212,0.9513733295566493,0.9617049856242329,False
DNAJC10,8.586387911742191,0.003269794405893486,0.01944659971543266,False
DNAJC19,1.9115353139755673,0.18218218413336434,0.28185249262737944,False
DNAJC5,10.254611246855145,0.0015600040267659163,0.013914762400283042,False
DNM1,4.829813783757856,0.02403176087608801,0.06560767169846222,False
DNM1L,5.81566118524546,0.01349705304984919,0.04493653727773932,False
DNM2,2.4496284955647525,0.12006266717973094,0.2079224794414875,False
DNPEP,3.0595667969050733,0.07684466333262065,0.1496695535179377,False
DNPH1,1.4605856191028868,0.2632913074526761,0.3720384445599484,False
DOCK2,0.5852001151262493,0.5692180643379406,0.6670213702560065,False
DOCK7,3.159462184130642,0.07160523532356229,0.1429545091267544,False
DPEP1,4.695946767768787,0.026082131164256984,0.06854997767170601,False
DPP3,6.292980725693645,0.010363906959047153,0.0383962987504334,False
DPT,26.7877940972129,1.1205026361603906e-05,0.0015645018057389454,True
DPYSL2,2.6458017293475695,0.10370786478479752,0.1863904826462089,False
DPYSL3,6.993564593388348,0.007147355726389851,0.0301294670905217,False
DRG1,6.697798968084689,0.00834260740048437,0.03358087375258033,False
DSC2,1.4325772235559884,0.26954645821935863,0.3784832103469813,False
DSG2,3.3768396778536687,0.0615444679538233,0.12777912770338407,False
DSP,1.3583154513856925,0.28696300537019115,0.39475083374199943,False
DST,0.838485673940566,0.45165370098548946,0.5621138540398793,False
DSTN,6.676256885415077,0.00843815828137719,0.033662224286779716,False
DUSP3,3.5561333211214166,0.05444211300876223,0.11728416630817244,False
DYNC1H1,0.5395527193173816,0.5939095649225389,0.6878143950424841,False
DYNC1I2,1.2591288958240663,0.31225010690987753,0.41795490643299366,False
DYNC1LI2,0.8246602199218359,0.45730989965149654,0.5678878909513303,False
DYNLL1,0.08448056109242418,0.9194236189222521,0.9409035110729781,False
DYNLT1,6.029096787839631,0.011979631173021954,0.041492241923303946,False
DYSF,2.2909616435055966,0.13544698941732908,0.2263039941382981,False
EBP,4.86538464191051,0.02351810087215575,0.06486350289925426,False
ECH1,1.2504990489995416,0.3145671088945804,0.42055231673877475,False
ECHS1,2.0227651315164747,0.1668155099468264,0.2639276552558146,False
ECI1,1.5297261311816344,0.2485421991413579,0.3577598407743515,False
ECI2,0.09931891101291239,0.9060443314133172,0.9314786177530375,False
ECPAS,8.755848259946111,0.0030226453930625977,0.01844969892924001,False
EDC4,3.0573042768125367,0.07696826288055823,0.14967551321402098,False
EEA1,0.7093890679140529,0.5077245756192946,0.6121191051988689,False
EEF1A1,8.924989556653093,0.0027968631033526243,0.018037020104589126,False
EEF1B2,6.487683989707108,0.009329661444280185,0.03612212073920613,False
EEF1D,8.959173685957161,0.0027535899265286354,0.01790260564457582,False
EEF1G,6.259749422809723,0.010553111756354535,0.03871207169736623,False
EEF2,9.513652753522631,0.0021477203909776154,0.01609653948959205,False
EEPD1,3.6974945184943238,0.04949405499623563,0.10991025731768429,False
EFHD2,7.562696617464579,0.005354131192790242,0.025503473528130916,False
EFL1,8.044074609625886,0.004228856363782495,0.022176678677676278,False
EFR3A,0.39621112411791876,0.6797024534273305,0.7546994438154355,False
EFTUD2,6.13237335288437,0.011315491888526819,0.040188885340173154,False
EHBP1L1,1.2575568606927081,0.3126707332985083,0.41826731628075897,False
